TNS_name classification RA Dec MW_EBV gal_PGC gal_RA gal_Dec z_hel z_cmb z_flag
22tvz SN Ia 298.75688375 -21.09922125 0.1297554877400398 63811 298.7538722627 -21.09814220974 0.022128642075445407 0.021431403377382634 spu
22uax SN Ia 300.663807143 -37.97019 0.07670518025755882 9005010 300.662485091132 -37.9708567502954 0.04005530364280409 0.039488268971335554 spu
22ubg SN Ia 42.743198 41.062218 0.07837231546640396 197718 42.74270833333 41.06191666667 0.011898231275718084 0.01126811523897606 spu
22ubo ? 245.208706667 52.1820433333 0.019344780258834363 None 245.2045425952 52.1826177058 None None n
22ubr SN Ia 335.446431429 26.7252657143 0.0605110202729702 9005193 335.4487975 26.7232694 None None n
22ucj SN Ia 67.7131283333 -16.306125 0.032759964540600775 15349 67.71786995433 -16.3064707451 0.031328339821010444 0.03116262872278576 spu
22ucn ? 270.318091538 24.8871292308 0.08809908524155617 None 270.317958333333 24.8872083333333 None None n
22uct ? 273.166888 38.409696 0.027467966005206106 None 273.16679166667 38.410194444439995 0.077545 0.07719848564850806 n
22udc SN Ia 65.9631925 -10.30844 0.06653557538986206 979833 65.96144370194 -10.30810594804 0.04601850257353706 0.04579611374212823 spu
22udi SN Ia 257.273350909 52.9603581818 0.025298367515206338 2428150 257.27108333333 52.958861111110004 0.04965319310153161 0.04954224171675769 spu
22ueh SN Ia 16.03935 20.8715433333 0.03011744774878025 9000000 16.0390567 20.871807 0.067550004 0.06648538582918667 pu
22uhy SN II 25.648575 22.3378625 0.08787265062332153 None 25.6489703 22.3378172 0.049417 0.04846273985746684 pu
22ujn SN Ia-CSM 18.6106755 -12.39463065 0.02033636961132288 953463 18.61108333333 -12.39455555556 None None n
22vfo ? 319.6281145 35.8980681 0.1545246374607086 None 319.62714 35.899857 None None n
22vfq ? 315.9520613 28.2576174 0.20156352519989013 None 315.95570833333 28.260555555560003 0.104333 0.1033439591916153 n
22vih SN II 347.4529501 19.6763449 0.16358582824468612 None 347.4536694 19.6761973 None None n
22vka ? 104.59675170000001 22.4274705 0.048594176843762396 None 104.56083333333 22.42905555556 None None n
22vnj SN Ia 0.31943735 36.969959375 0.09689987525343895 95 0.31545 36.969429 0.04075486115131022 0.039707231575348174 spu
22vnl ? 300.61611845000004 -26.3353106 0.0849799658358097 None 300.61761447 -26.33525189 None None n
22vrj SN Ia 23.2446892 18.0761043 0.05623802557587623 None 23.24366666667 18.07561111111 0.086987 0.08598892048750646 p
22vsq SN Ia 345.4752275 43.1696575 0.2141188406944275 9000000 345.476619 43.168522 None None n
22vwf SN Ia 290.95861783333334 44.26398543333334 0.11429449945688247 9000000 290.9583582 44.2635569 0.102982 0.10239784179879097 pu
22vxf SN Ia-91bg-like 317.815583 37.88565 0.3142172819375992 66281 317.819183 37.884811 0.027125432221513725 0.026194828117421014 spu
22vye SN Ia 357.0752952 2.3411815 0.03573903523385525 72470 357.07541666667 2.34227777778 0.029997419081169815 0.02877967353011942 spu
22wac ? 10.056303625 1.4296085500000002 0.017835029251873493 None 10.05635583333 1.42954166667 0.2462 0.24505921296505231 n
22wal ? 2.95099851852 -30.1376377778 0.010982804633677005 None 2.94541666667 -30.134166666669998 0.02578 0.024828574142926284 n
22ydi SN Ia 17.0025694118 40.2334835294 0.03778977461159229 None 17.00252 40.233379 0.054673 0.053758121736770845 pu
22ygu ? 359.8236016 5.7539917 0.04780215226113796 None 359.82421039999997 5.7544122 0.059122997999999996 0.05791233340252805 pu
22yhx ? 46.551751033333325 45.363136 0.21638066232204436 None 46.5471327 45.3620718 None None n
22yjk SN Ia 67.2817564 4.271523 0.26367085218429565 None 67.2816 4.27153 0.0311688455844 0.030933183042713332 spu
22yko ? 330.58367132 -10.03501044 0.03591407850384712 None 330.58358799999996 -10.038713000000001 0.042464999999999996 0.041335545925473345 pu
22ymn SN Ia-91T-like 120.253771818 39.5687909091 0.03867217056453228 2152097 120.254074 39.569805 0.07735684931740344 0.07790109724750097 spu
22yqn ? 348.8997148 -18.3520767 0.026611318588256834 None 348.89840921611 -18.35256069056 None None n
22ytc SN Ia 35.1588138 53.3609682 0.1667583990097046 None 35.159 53.36125 0.034419 0.03380291034562689 p
22yuj SN Ia 117.546603333 37.4478583333 0.05368584491312504 None 117.5458222625 37.4470237807 0.076128 0.07666089564726562 spu
22yus SN Ia 98.4021109 -17.880892 0.227948197722435 9000000 98.4016898 -17.8810345 None None n
22yvv SN Ia 40.4292162 -22.8142491 0.026476283743977546 None 40.427238 -22.813417 0.022173 0.0215423630012255 pu
22yxp SN Ia 74.0234323 1.8185835 0.0616740582883358 146708 74.02366084566 1.82033859215 0.027935992972845238 0.027849431915914682 spu
22yxy SN Ia 325.5544848 -19.5421575 0.02861750341951847 None 325.5555474 -19.5413371 0.051105000000000005 0.050083283296473914 pu
22yyd ? 40.9363557 17.7530255 0.061470543295145036 None 40.936541666669996 17.75316666667 None None n
22yye SN Ia 8.0505845 30.7070905 0.05482499897480011 None 8.052464 30.706604 0.064125 0.06305794378502314 pu
22yyz SN II 286.75647074999995 28.997246150000002 0.20154783964157105 22yz SN Ia 35.353175969 30.1326303615 0.0718177704513073 9005194 35.3517668 30.1332638 None None n
22yzf ? 31.2861761 -19.5301575 0.01995380025357008 None 31.28693356841 -19.53007711232 0.09333 0.09253883703493908 n
22zcl SN Ia-91T-like 312.6765925 21.50852 0.09878824219107628 65517 312.67729166667 21.509694444439997 0.034807413333927166 0.03381864450023962 spu
22zff SN Ia 7.1510397 -20.5354045 0.018891629092395307 None 7.15020833333 -20.53605555556 None None n
22zgv ? 340.4106808 13.7971397 0.044092078804969785 None 340.4105333943 13.798164207100001 0.07943914 0.07822065239523303 n
22zoa SN Ia 149.6303607 -2.8208082 0.038919765949249265 None 149.62956200000002 -2.822308 0.04745 0.04862292019679375 spu
22zqu SN Ia 88.72721 -22.9632275 0.03528134435415268 3705123 88.72666666667 -22.962833333330003 0.089513 0.08978440443775033 p
22zsj ? 105.6683715 25.5022956 0.05919975116848945 None 105.668357 25.50202 None None n
22zwa SN Ia 117.9025073 27.3804354 0.030501420348882674 None 117.9021 27.379778 0.026810000000000004 0.02744389019409621 spu
23dbc SN Ic 167.9133783 55.6747867 0.014120776504278183 23epj SN Ia 194.973828571 26.8194471429 0.00789267836138606 None 194.97640233180002 26.819975066999998 0.0267384978710839 0.02764738547709206 n
23epo SN Ia 148.548456762 34.1417947371 0.012137290239334107 None 148.55254166667 34.14138888889 0.027066678 0.027943204366181234 n
23eyt SN Ia 220.4140618 36.6510761 0.012259651850908994 None 220.4160993505 36.6474039114 0.032117695 0.03262829419893727 n
23fdj SN II 209.12002 -36.5645454545 0.06585004344582558 23fep SN Ia 207.1017364 -21.5307538 0.0582478466629982 None 207.1022301 -21.5305958 0.106517 0.107456373845095 pu
23fil SN Ia 149.8500636 -5.3978355 0.02919224329292774 None 149.84945833333 -5.39891666667 0.0525319986 0.05370926723145755 n
23gqs SN Ia 207.3491075 35.0150525 0.011140268929302692 None 207.3523158449 35.0128548652 0.025961291 0.026652580085866132 n
23guy SN Ia 193.9809658 7.9306281 0.03404599770903587 1334625 193.98175 7.929158 0.04152872985216993 0.04260070646397922 spu
23gwx SN Ia 296.13931785 5.35828935 0.17434490382671355 None 296.1395670103433 5.357904524935816 None None n
23gxc SN Ia 201.57966635 1.54142525 0.02106977839022875 1198022 201.58 1.5417 0.07770042033545754 0.07871779307911114 spu
23gxf SN Ia 257.2254184 19.1723339 0.05208826631307602 1583050 257.22583 19.17396 0.041748 0.041711844032370896 pu
23hjq SN Ia 203.3031275 -16.140485 0.07604941755533218 47717 203.301651 -16.139345000000002 0.02089445492321225 0.021897007936853702 spu
23hka SN Ia 212.7430997 -27.0616747 0.05204532645642757 760286 212.74291666667 -27.06513888889 0.021538 0.02238047688720464 spu
23hli ? 116.038712 8.266356 0.025455506630241872 None 116.03839755605 8.267378294329998 0.055619 0.056349441581848674 n
23hnl SN Ia 325.546726667 -34.1630383333 0.03310678005218506 67199 325.550598 -34.162136 0.01768 0.016822660828162125 spu
23hrn SN Ia 167.146095 4.8144025 0.047154969200491906 None 167.1413354993 4.8318949594 0.023102649233424 0.024314304230003237 n
23hro SN Ia 190.944237273 -20.1582018182 0.0480217757076025 42840 190.946167 -20.155485000000002 0.027298885551016765 0.028410870190525832 spu
23hsy SN Ia 167.442747 11.1925551 0.01563887648284435 None 167.4444000881 11.194875251500001 0.037730195 0.03890660206429339 n
23hwg SN Ia 251.92316 9.6699225 0.06007230520248413 None 251.92335896 9.66979153 None None n
23hxp ? 256.5700671 38.3928513 0.038674429208040234 None 256.5675625805 38.3922387679 0.032800667 0.03273004455092106 n
23ixf SN II 210.91075 54.311694 0.007602496333420277 2M0036+18 CALSPEC 9.07135464104 18.35341013814 0.058089972287416455 None 9.0764268613549 18.3525127431386 None None n
2M055914 CALSPEC 89.83256483907 -14.08183823222 0.26902770102024076 None 89.8316666 -14.0812959 None None n
AP Sgr reference 273.26040331964 -23.11729473325 1.8914950275421143 BF Oph reference 256.52291020043 -26.58056513078 0.3209911108016968 C26202 CALSPEC 53.13700709315 -27.86343349354 0.006648190217092633 G191B2B CALSPEC 76.37766883947 52.83067351446 0.5187577056884766 None 76.377575 52.83108888888889 None None n
GD153 CALSPEC 194.25949292775 22.03038526016 0.030118504986166954 GD50 CALSPEC 57.20957852335578 -0.9765413990204901 0.16045240730047225 None 57.209155313100005 -0.9757221256999999 0.03877436996786957 0.03834395422868057 sp
GD71 CALSPEC 88.11543730306 15.88623931523 0.25822283744812013 None 88.11508333333333 15.887008333333332 7.004845999161193e-05 0.00024012273913842495 sp
M104 ? 189.997633 -11.623054 0.04394966892898083 None 0.0 0.0 None None n
NGC4242 reference 184.3757623847 45.61930552255 0.010456663239747286 P330E CALSPEC 247.8908392831 30.14604947207 0.016781694032251833 RV Sco reference 254.58229292949 -33.60912997578 0.4276957607269287 RX Cam reference 61.24359254184 58.65978110563 0.8040237271785736 RY Cma reference 109.1568033685 -11.48729732864 0.9342455911636353 SNAP-2 CALSPEC 244.94207261435 55.5715798 0.006183224422857165 SS Sct reference 280.93130508578 -7.73109359922 1.361995482444763 TX Cyg reference 315.02658089008 42.59755012053 1.6831093096733094 U Aql reference 292.33901044157 -7.04412597366 0.3350381946563721 U Sgr reference 277.97220951561 -19.1250998575 0.7274592876434326 V0386 Cyg reference 318.66846943872 41.716336531 0.9953411483764648 V482 Sco reference 262.70158664368 -33.60991807977 11.983477039337158 VB8 CALSPEC 253.89324627149 -8.39852302311 0.3927106863260269 W Gem reference 98.73938107213 15.33046066377 0.4271733957529068 wd2341_322 CALSPEC 355.96020004627 32.5460473341 0.05391180858016014 
