# model=salt3-nir
# h=73.36495470247463
# N = 362
# RMS = 0.18677882126246526
# WRMS = 0.17409867848816993
# NMAD = 0.1524161935431913
# STD = 0.18671333350539407
# STD(logH0) = 0.03855644957162469
# rchisquare = 2.1435835381064208
# sigma_int = 0.12397
TNS_name          RA        Dec     PGC       galRA     galDec      bandpasses variant redlaw calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model            t0      e_t0        x0      e_x0        x1      e_x1         c       e_c        dist          h0  resid_DM
   20tjo  355.582327 -14.702923  921090   355.58343  -14.70401 J-c-o-ztfg-ztfr     1D3    F19        None  38.187772  0.158473  0.084741  0.083601  0.000001  355.582327 -14.702923  0.032671    0.928         0.872               0.928  0.743       0.793             0.743  59119.759526  0.319802  0.000507  0.000026  0.515086  0.496879 -0.069475  0.035388  434.064672   57.740356  0.383147
   20tqn    47.24175  15.173261 9005056    47.24062   15.17296 J-c-o-ztfg-ztfr     1D3    F19        None  37.338016  0.120175  0.079093  0.078451      <NA>    47.24175  15.173261  0.254881    0.995          0.07               0.995  0.606       1.268             0.606  59123.047967  0.230781   0.00105  0.000039  0.879313  0.336398 -0.039349  0.027228  293.496739   80.133535 -0.319481
   20tuf   20.057188  -0.044616 9005057    20.05712   -0.04464 J-c-o-ztfg-ztfr      2D    F19        None  37.950389  0.109114  0.092247  0.091207      <NA>   20.057188  -0.044616  0.034682      1.0           1.0                 1.0  0.372       0.448             0.372  59123.078531  0.196075   0.00062   0.00002  0.718275  0.315903 -0.056765  0.026847  389.114859   70.270483 -0.054948
   20tug  359.866169  17.865214   73166  359.864138  17.864983 J-c-o-ztfg-ztfr     1D3    F19        None   36.92674  0.082203  0.056733  0.055544  0.000006  359.866169  17.865214  0.029374    0.948           0.0               0.948  0.756       2.915             0.756  59127.254024  0.108019  0.001808  0.000045  0.361609  0.159356 -0.109565  0.020344  242.855497   68.565754  0.054101
   20ucf   90.533875  46.508561 9005063    90.53082   46.51018 J-c-o-ztfg-ztfr     1D3    F19        None  37.007838  0.105027  0.056324  0.056402  0.000008   90.533875  46.508561   0.22183      1.0           1.0                 1.0  0.431       0.504             0.431  59128.595095  0.140554   0.00133  0.000043 -0.013273  0.220342 -0.050395  0.025072  252.096946   67.073289  0.103127
   20uec  317.452208  15.148581 1476551   317.45308   15.14639 J-c-o-ztfg-ztfr      2D    F19        None  35.452616  0.076323  0.027094  0.026032  0.000003  317.452208  15.148581  0.085787    0.933           0.0               0.933  0.763       3.401             0.763   59131.43052  0.094677  0.006461  0.000144  0.528971  0.108262 -0.077151  0.020064  123.175161   63.359523  0.273319
   20uek   13.478805 -31.093555    3169    13.47529  -31.09553           J-c-o      2D    F19        None  35.402462  0.172767  0.031942   0.03107  0.000073   13.478805 -31.093555  0.018061    0.168           0.0               0.167  1.262       9.057             1.262  59124.837537  0.168779  0.003548  0.000217 -2.057773  0.255045  0.031605  0.041049  120.362854   77.387618 -0.168759
   20ust   24.742277  48.880538 9005065   24.742305  48.880602 J-c-o-ztfg-ztfr     1D3    F19        None   37.80218  0.136795  0.074645  0.073887  0.000001   24.742277  48.880538  0.190373      1.0         0.987                 1.0  0.438       0.587             0.438  59133.467179  0.452422  0.000642  0.000027  1.027545  0.503756 -0.014171  0.033349  363.442785    60.94734  0.281741
   20uvf   18.511355  14.381123 3338809   18.511108  14.378492 J-c-o-ztfg-ztfr     1D3    F19        None  37.150235  0.108766  0.059511  0.058451  0.000013   18.511355  14.381123  0.065689    0.992         0.965               0.992  0.566       0.653             0.566   59136.38884  0.227281  0.001141  0.000036  0.239222  0.273946 -0.034287  0.028034  269.182611   65.097321  0.162464
   20uvg   16.595613 -20.613209  839274    16.59521  -20.61297 J-c-o-ztfg-ztfr      2D    F19        None  36.915283  0.099401   0.05476  0.053804  0.000006   16.595613 -20.613209  0.018312      1.0           1.0                 1.0   0.38       0.448              0.38  59136.005526  0.174926  0.001417  0.000038 -0.185978    0.2096 -0.049775  0.026041  241.577512   66.769454  0.114998
   20uwo  356.294167 -25.822369  774659   356.29329  -25.82356 J-c-o-ztfg-ztfr     1D3    F19        None  36.624792  0.151046  0.053037  0.052007    0.0001  356.294167 -25.822369  0.022254    0.308         0.009               0.308  1.104       1.653             1.104  59133.410274  0.308241  0.001123  0.000055 -1.990421  0.325644  0.041532  0.037699  211.328628   73.778052 -0.099035
   20uwr  359.264639  17.904025 1544875   359.26492   17.90379 J-c-o-ztfg-ztfr     1D3    F19        None  37.755496  0.126538  0.079448  0.078256  0.000008  359.264639  17.904025  0.027452      1.0           1.0                 1.0  0.343       0.378             0.343  59135.355124   0.35856  0.000461  0.000017  0.231698  0.426103  0.074057  0.031006  355.712561   65.954008  0.102584
   20uxz   21.028708  12.921461    5139   21.016233  12.917457 J-c-o-ztfg-ztfr      0D    F19        None  32.535704  0.067552  0.008242  0.007207  0.000005   21.028708  12.921461  0.038382    0.379           0.0               0.379  1.041     642.628             1.041  59143.323348  0.069234  0.076017  0.001576  0.316676  0.080558 -0.015701  0.017765   32.147033   67.210022  0.176103
   20uye    24.33045   4.801947 1273482    24.33088    4.80195 J-c-o-ztfg-ztfr      2D    F19        None  36.894925   0.11672  0.058424  0.057427  0.000003    24.33045   4.801947  0.026113    0.978         0.611               0.978  0.628       0.929             0.628  59133.117919  0.267341  0.000686  0.000024 -1.680356  0.280027  0.128429   0.02866  239.323307   71.936592 -0.052712
   20uyg   93.829667 -29.319261  148564   93.830871 -29.314325           J-c-o     1D3    F19        None  36.578501   0.24169   0.04809  0.048458   0.00015   93.829667 -29.319261  0.035467    0.781         0.532                0.78  0.739       0.939              0.74   59133.64563  0.507233  0.001005  0.000084 -2.070785   0.64051  0.086554  0.053104  206.871287   70.223397  0.016755
   20uzw   27.120525  12.896144 1418379    27.12025   12.89663 J-c-o-ztfg-ztfr     1D3    F19        None  37.187942  0.108604  0.074375  0.073415  0.000017   27.120525  12.896144  0.063994    0.351           0.0                0.35  1.064       2.525             1.065  59138.747476  0.330717  0.000697  0.000022  1.079806  0.341667  0.137426  0.027104  273.897726    80.35533 -0.318225
   20vas  343.298538  11.113538 9005066   343.29737   11.11294 J-c-o-ztfg-ztfr     1D3    F19        None  37.507341   0.12297  0.071463  0.070233      <NA>  343.298538  11.113538  0.088168      1.0         0.994                 1.0  0.465       0.583             0.465  59139.155099  0.310866  0.000661  0.000024 -0.037277   0.40256  0.023256   0.03002  317.298657   66.357819  0.101845
   20vav  278.540468  25.785862 9005068   278.53991   25.78612 J-c-o-ztfg-ztfr     1D3    F19        None  36.914071  0.130532  0.055546  0.055091  0.000004  278.540468  25.785862  0.121811      1.0         0.991                 1.0  0.287       0.545             0.287  59140.018448  0.230785  0.001558  0.000062  0.667267  0.319987  -0.04845  0.030942  241.442807   68.404414  0.061446
   20vax  109.491863  43.571735 9005069   109.49271   43.57181 J-c-o-ztfg-ztfr     1D3    F19        None  36.845262  0.122158  0.054863  0.055228      <NA>  109.491863  43.571735  0.076265      1.0         0.998                 1.0  0.343       0.511             0.343  59138.842953  0.243747  0.001009  0.000037 -0.153442  0.298499  0.077177  0.030615  233.911986   70.782612 -0.011297
   20vbv  344.184167    4.48365 1268893   344.18654    4.48719           J-c-o     1D3    F19        None  36.787107  0.197058  0.054496  0.053262  0.000009  344.184167    4.48365  0.061627    0.963         0.927               0.963  0.578       0.641             0.578  59138.884574  0.345894  0.000997  0.000069  -1.25913   0.49306  0.058182  0.049877  227.730637   70.116085   0.00909
   20vdz  129.316875  -5.923789  152945  129.317596  -5.921347 J-c-o-ztfg-ztfr      2D    F19        None  36.157046  0.089731  0.040855  0.041826  0.000143  129.316875  -5.923789  0.036248      1.0         0.975                 1.0  0.431        0.67             0.431  59145.145164  0.138266  0.002815  0.000073  0.672989  0.161707 -0.015224  0.023047  170.376296   73.597037 -0.073225
   20ver  313.579416   9.158072 3932181   313.57996    9.15697 J-c-o-ztfg-ztfr     1D3    F19        None   37.91213   0.14706  0.090905  0.089879       0.0  313.579416   9.158072  0.092629      1.0           1.0                 1.0  0.386       0.416             0.386  59142.522876  0.326807  0.000478  0.000021  0.386587  0.468093  0.023399  0.034996  382.319111   70.477735 -0.059255
   20vex    39.19074   20.55404    <NA>   39.188903  20.554587 J-c-o-ztfg-ztfr     1D3    F19        None  37.307849  0.109468  0.067203  0.066432   0.00001    39.19074   20.55404  0.127154      1.0         0.189                 1.0  0.448        1.18             0.448  59142.588855  0.232697  0.000963  0.000031  0.799767  0.294742 -0.006624  0.027113  289.447473   68.806211  0.030094
   20vnq   26.946488  42.004506 2190703    26.94875  42.006111 J-c-o-ztfg-ztfr     1D3    F19        None  37.587419  0.102373  0.079436  0.078628  0.000006   26.946488  42.004506  0.053362    0.996         0.978               0.996  0.564       0.655             0.564  59141.245433  0.217395  0.000747  0.000021 -0.329809  0.313779 -0.048159  0.025589  329.218105   71.600641 -0.075605
   20vwv  103.835583   -36.3797  637506   103.83506  -36.37941           J-c-o      2D    F19        None  35.458545    0.1441   0.03186  0.032381      <NA>  103.835583   -36.3797  0.198808    0.762         0.029               0.762  0.756         1.7             0.756   59148.23803  0.206051  0.005139  0.000251  0.823627  0.260783  0.003015  0.037035  123.511949   78.597305 -0.201634
   20wap   13.465515 -18.310886 9005072    13.46554  -18.30984 J-c-o-ztfg-ztfr     1D3    F19        None  38.426939  0.176284  0.100241  0.099236  0.000003   13.465515 -18.310886  0.018208    0.997         0.994               0.997  0.549       0.578             0.549   59142.53298  0.397932  0.000483  0.000025  0.379635  0.514522 -0.128117  0.041881  484.604809   61.390711  0.226054
   20wgr  125.915583  -0.168331   23543   125.91452  -0.170027 J-c-o-ztfg-ztfr      2D    F19        None  35.882263  0.085771  0.034964  0.035879   0.00013  125.915583  -0.168331  0.046807    0.999         0.733               0.999  0.513       0.882             0.514  59148.221501  0.115305  0.002448  0.000065 -0.094856  0.140769  0.079456  0.021947  150.124851   71.648036 -0.005458
   20wie  105.155872  35.047269 9005073   105.15575   35.04886 J-c-o-ztfg-ztfr     1D3    F19        None   37.69454  0.102725  0.071884   0.07226  0.000035  105.155872  35.047269  0.064264     0.85         0.041                0.85  0.799       1.366             0.799  59144.532558  0.273237  0.000809  0.000024  0.694764  0.346855 -0.067342  0.025526  345.866034   62.633996  0.227319
   20wio   60.006137  -24.60023   92053   60.011271 -24.600892 J-c-o-ztfg-ztfr     1D3    F19        None  37.144439  0.123753  0.064097  0.063817  0.000131   60.006137  -24.60023  0.031777      1.0           1.0                 1.0  0.429       0.457             0.429  59147.536232  0.223226  0.000886   0.00003 -0.268605  0.270838   0.02787  0.030475  268.465128   71.263305 -0.040963
   20wux   20.883354 -19.170995 9005076   20.883083 -19.171203           J-c-o      2D    F19        None  37.471619  0.210478  0.067357  0.066433      <NA>   20.883354 -19.170995  0.031486    0.999         0.997               0.999   0.39       0.433              0.39  59148.061415  0.323126  0.001232  0.000081  0.849019  0.434265 -0.128988  0.051525   312.12156   63.809092  0.193505
   20xps   44.391722  13.475427 9005077    44.39061   13.47548 J-c-o-ztfg-ztfr     1D3    F19        None  37.466282  0.137722  0.071121  0.070428  0.000005   44.391722  13.475427  0.146444      1.0           1.0                 1.0  0.378       0.428             0.378    59154.9609  0.234137  0.000932  0.000042 -0.065461  0.302315 -0.072939  0.033705  311.355424   67.812154   0.05555
   20xqr   67.712681   9.068514 9005078    67.71283    9.06893 J-c-o-ztfg-ztfr     1D3    F19        None  36.765552  0.182242  0.060472  0.060235  0.000003   67.712681   9.068514  0.284407    0.982          0.73               0.982  0.611       0.863             0.611  59152.029632  0.337187  0.000584  0.000038  0.361477  0.561586  0.286259  0.039523  225.481215   80.086658 -0.288667
   20xyh   22.701724   34.80203 9005080    22.70131   34.80168 J-c-o-ztfg-ztfr      2D    F19        None  38.162271  0.167552  0.101513    0.1006      <NA>   22.701724   34.80203  0.042547      1.0           1.0                 1.0  0.254       0.287             0.254  59151.731243   0.30217  0.000476  0.000026 -0.572684  0.425832 -0.081436  0.038133  428.996853   70.301711 -0.070182
   20yef   37.892947 -14.151612  928270   37.892917 -14.153333      J-c-o-ztfg     1D3    F19        None  36.849458   0.16398  0.053775  0.053047  0.000003   37.892947 -14.151612  0.019273    0.918         0.724               0.918  0.723       0.866             0.723  59154.305959  0.291068  0.000516   0.00003 -1.309234  0.366205  0.242458  0.038913  234.364403   67.855764  0.081629
   20yjf  145.648417  -3.490181 1070612   145.64918   -3.48879 J-c-o-ztfg-ztfr      2D    F19        None   36.21946  0.090502  0.038179  0.039323      <NA>  145.648417  -3.490181  0.042088    0.313           0.0               0.313  1.085       2.006             1.085  59165.510176  0.113839  0.004365  0.000117  0.881541  0.154551  -0.16274  0.022914  175.344465   67.232245  0.127588
   20ymv   37.673499 -14.569128 9005082    37.67396  -14.56887 J-c-o-ztfg-ztfr     1D3    F19        None  37.474049  0.107809  0.067757  0.067027      <NA>   37.673499 -14.569128  0.018273      1.0         0.998                 1.0  0.513       0.564             0.513  59164.379879  0.219924  0.001155  0.000035  0.637204  0.246468 -0.117091  0.027085  312.471071   64.307241  0.176076
   20ysl  121.425333  -9.814519  986045  121.422929  -9.816894           J-c-o      2D    F19        None   35.88593  0.259597  0.036417  0.037277  0.000073  121.425333  -9.814519  0.065797    0.534         0.189               0.533  0.945       1.255             0.945  59162.399958  0.307546  0.002596  0.000246 -1.846204  0.338271 -0.002203   0.06397  150.378593   74.314923 -0.087193
   20yvg  307.728926  19.337994 9005083      307.73   19.33972 J-c-o-ztfg-ztfr     1D3    F19        None  38.079405  0.180858   0.09015  0.089215  0.000007  307.728926  19.337994  0.079331      1.0           1.0                 1.0  0.333       0.357             0.334  59168.960537  0.493097  0.000711  0.000033  1.037272  0.581408 -0.125209  0.039703  412.934326   64.770291  0.125337
   20yvu  345.249458    40.9106 9005084   345.25279   40.90958 J-c-o-ztfg-ztfr     1D3    F19        None  34.340607  0.075442   0.01686  0.015836  0.000002  345.249458    40.9106  0.111956      1.0           0.0                 1.0  0.335       8.829             0.335  59174.005368  0.110037  0.017152  0.000379   0.67484  0.097291  -0.05696  0.020164   73.811042   64.318336  0.257432
   20ywf  348.440437  14.918973 9005085   348.44022   14.91859 J-c-o-ztfg-ztfr     1D3    F19        None  37.790028  0.182486  0.081643  0.080417      <NA>  348.440437  14.918973  0.061685      1.0           1.0                 1.0  0.392       0.405             0.392  59167.915762  0.516662  0.000593  0.000032  0.081102  0.556386 -0.019562  0.042019  361.414563   66.706082  0.074515
   20ywy   15.139382  -1.685001    3602    15.14211   -1.68466           J-c-o     1D3    F19        None  36.751005  0.512259   0.04276  0.041673  0.000077   15.139382  -1.685001  0.047205    0.627         0.442               0.626  0.861       1.012             0.862  59158.552304   0.83613   0.00059  0.000126 -2.302184  0.686626  0.193951  0.124702  223.975699   55.779397  0.524664
   20yxd   32.306981  33.043914 2021571     32.3092   33.04311 J-c-o-ztfg-ztfr      2D    F19        None  36.199426  0.112754  0.046022  0.045206  0.000004   32.306981  33.043914  0.092243    0.999         0.985               0.999  0.483        0.61             0.483   59169.76234  0.206349  0.001608  0.000054 -1.104396  0.192547  0.083368  0.029105  173.734173   78.006084 -0.208719
   20yzs   19.008845 -10.864457 3099605    19.00756  -10.85874 J-c-o-ztfg-ztfr     1D3    F19        None  37.131604  0.125791  0.067213  0.066209  0.000027   19.008845 -10.864457  0.028833      1.0           1.0                 1.0  0.356       0.421             0.356  59166.697753  0.274019  0.000735  0.000026 -1.791457  0.329127  0.035247   0.03339  266.882905   74.372893 -0.138964
   20yzv   50.362039   3.606524 9005087    50.36084    3.60677 J-c-o-ztfg-ztfr     1D3    F19        None  37.334448  0.180043  0.064126   0.06355      <NA>   50.362039   3.606524   0.14144    0.949         0.917               0.949  0.592       0.643             0.593  59168.470747  0.461611  0.000924  0.000057  0.937896  0.612236  0.003328  0.038847  293.014841   65.020363   0.15794
   20zem   20.217848   4.795576    4861    20.22279    4.80134           J-c-o     1D3    F19        None  35.577318  0.169954  0.034017   0.03297  0.000031   20.217848   4.795576  0.028397    0.929         0.078               0.929  0.561       1.503             0.561  59175.480027  0.205173  0.003259  0.000194 -1.563756  0.233496   0.02554  0.042821  130.455837   75.767316 -0.126255
   20zfj   14.974202 -17.264066 9005089    14.97455  -17.26392 J-c-o-ztfg-ztfr     1D3    F19        None  37.986585  0.144007  0.092553  0.091553  0.000001   14.974202 -17.264066  0.017006    0.999         0.999               0.999  0.469       0.488             0.469  59172.666105  0.341765  0.000591  0.000025  0.303555  0.469475 -0.066938  0.033833  395.655236   69.370414 -0.027412
   20zfu   28.037948  42.869836 9005090    28.03904   42.86906 J-c-o-ztfg-ztfr     1D3    F19        None  37.475415  0.144391  0.072312  0.071523  0.000005   28.037948  42.869836  0.064354      1.0           1.0                 1.0  0.425       0.454             0.425  59176.133417  0.283159  0.000594  0.000027  0.879959   0.43554  0.097985  0.034653  312.667626   68.577618  0.029258
   20zgh   18.972635   0.016002 4761672    18.97242    0.01581 J-c-o-ztfg-ztfr     1D3    F19        None  36.106702  0.131312  0.047491  0.046439      <NA>   18.972635   0.016002  0.032222    0.987          0.89               0.987  0.598       0.756             0.598  59174.683459  0.169718  0.001759  0.000072 -0.127162  0.242951  0.116556  0.032073  166.471723   83.630632  -0.36237
   20zhd  106.338337    18.2255 9005091   106.33762   18.22537 J-c-o-ztfg-ztfr     1D3    F19        None  37.524412  0.160624  0.075412  0.075922      <NA>  106.338337    18.2255  0.055854    0.096           0.0               0.096  1.297       2.079             1.298  59166.727587  0.469794  0.000496  0.000021 -0.779902  0.571423  0.081412  0.038793  319.802919   71.171927 -0.055664
   20zhh   66.582678 -10.099128   15090   66.585625 -10.098444 J-c-o-ztfg-ztfr      2D    F19        None   35.31479  0.077979  0.031269  0.031059  0.000019   66.582678 -10.099128  0.065905    0.987           0.0               0.987  0.658       1.684             0.658  59178.106359  0.089149  0.004687  0.000107 -0.311643  0.107957  0.032348  0.020498  115.600035   80.546452 -0.254222
    20zj  240.334917  16.677719   56704   240.33842   16.67661 J-c-o-ztfg-ztfr     1D3    F19        None  35.816927  0.105502  0.031568  0.031879   0.00001  240.334917  16.677719  0.037103      1.0         0.914                 1.0  0.335       0.693             0.335  58869.298987  0.219176  0.003865  0.000123 -1.227472  0.159779 -0.084617  0.026957  145.675109   65.605593  0.191073
   20zjn   77.036558  10.383789 9005092    77.03489   10.38409 J-c-o-ztfg-ztfr     1D3    F19        None  36.161162  0.096587  0.038973  0.038929      <NA>   77.036558  10.383789  0.256799      1.0           1.0                 1.0  0.353       0.473             0.353  59178.986214  0.129562  0.003922  0.000117  1.142074  0.184672    -0.103  0.024011  170.699562   68.369732  0.089308
   20zpf  348.168683 -11.933902 9005093    348.1685  -11.93403 J-c-o-ztfg-ztfr      2D    F19        None  38.224452  0.238661   0.09751  0.096339      <NA>  348.168683 -11.933902  0.034162     0.94         0.913                0.94  0.671       0.706             0.671  59174.464585  0.483744  0.000447  0.000033 -0.445293  0.717257 -0.075409  0.055491  441.459101   65.423303  0.092049
   20zwe  352.568819 -12.667955  949474  352.571667 -12.663889 J-c-o-ztfg-ztfr     1D3    F19        None  37.637412  0.209159  0.080992   0.07983      <NA>  352.568819 -12.667955   0.02786      1.0           1.0                 1.0  0.297       0.316             0.297  59172.520445  0.337202  0.000552  0.000033 -2.289363  0.586094 -0.038613  0.051232  336.885586   71.039981 -0.061126
  21aabw   82.409375  -23.99265 3080953   82.408123   -23.9941      J-c-o-ztfr     1D3    F19        None  35.524018  0.235375  0.032337  0.032487  0.000131   82.409375  -23.99265   0.04234    0.732         0.023               0.732  0.834       1.559             0.834   59497.93216   0.21325   0.00235  0.000218 -1.689344  0.191629   0.13781  0.059556  127.292704   76.510695 -0.144159
  21aadr  159.810901  20.298383   31674    159.8094  20.292477 J-c-o-ztfg-ztfr     1D3    F19        None  36.097795  0.285882   0.04233   0.04342  0.001228  159.810901  20.298383  0.022352    0.999         0.983               0.999  0.345        0.51             0.345  59497.105422  0.267605  0.002356  0.000251 -1.394534  0.308951 -0.016654  0.068305  165.790287   78.513971 -0.215978
  21aaqc  297.809573  -7.096439 9005095  297.807508   -7.09852 J-c-o-ztfg-ztfr      2D    F19        None  37.180614  0.206845   0.06284  0.062075  0.000009  297.809573  -7.096439  0.257771      1.0         0.999                 1.0  0.433       0.475             0.433  59501.693543  0.401885   0.00134  0.000091  0.763346  0.552265 -0.074524  0.048209  272.974998   68.173584  0.057055
  21aaqf  328.683875   -13.0855  943163  328.684099 -13.085336 J-c-o-ztfg-ztfr      2D    F19        None  35.986888  0.098827  0.040936  0.039839  0.000004  328.683875   -13.0855    0.0404    0.174           0.0               0.174  1.192        2.34             1.192  59506.477749  0.187479  0.002803  0.000089  0.456312  0.198408  0.027123  0.024987  157.535188   75.814345 -0.138794
  21abht  115.752875  31.386389 1944677  115.753426  31.386438           J-c-o     1D3    F19        None  36.027706  0.220468  0.035128  0.035695  0.000013  115.752875  31.386389  0.046485    0.967         0.748               0.967  0.512        0.78             0.512  59507.318057  0.233477   0.00339  0.000281 -0.016503  0.334907 -0.060691  0.051984  160.524472   66.662908  0.150711
  21abmp   11.176542 -38.183911  199944   11.174625 -38.182917           J-c-o      2D    F19        None   34.84703  0.125605  0.023254  0.022459  0.000092   11.176542 -38.183911  0.013107    0.259           0.0               0.258  1.185        5.17             1.186   59515.12363  0.239503  0.009611  0.000425 -0.326184  0.201075 -0.057666  0.033319   93.197889    72.24349 -0.005229
  21abpg  274.174042   15.29745 1480781  274.173694  15.298393 J-c-o-ztfg-ztfr     1D3    F19        None  36.323543  0.151898   0.04564  0.045267  0.000003  274.174042   15.29745  0.199751     0.97         0.704                0.97  0.585       0.853             0.585  59514.645617  0.259824  0.001782  0.000083 -0.534871  0.411483  0.036182  0.033986  183.953696   73.772781 -0.086735
  21absz  280.732852  25.269272 1730831  280.732449  25.269655 J-c-o-ztfg-ztfr     1D3    F19        None   36.70533  0.246481   0.05274  0.052245  0.000016  280.732852  25.269272  0.155775    0.946          0.89               0.946  0.605       0.682             0.606  59512.367126   0.41635  0.000688   0.00006 -0.657963   0.79917  0.217326  0.047932   219.31387   71.416066 -0.027656
  21abza  277.904622  30.910293 9005096  277.904034  30.909546 J-c-o-ztfg-ztfr      2D    F19        None   35.73871  0.103614   0.03449  0.034052  0.000005  277.904622  30.910293  0.123522    0.775         0.024               0.775  0.805       1.551             0.805  59520.521606  0.193819  0.003608  0.000105  0.569344  0.289167  0.023733  0.024464  140.521265   72.648247 -0.035444
  21abzi  127.215636  12.538382 1411339  127.215501  12.537955 J-c-o-ztfg-ztfr     1D3    F19        None  37.466172  0.154386  0.067153  0.068031   0.00002  127.215636  12.538382  0.032502    0.938         0.519               0.938  0.656       0.969             0.656   59518.44604  0.317184  0.000879  0.000042 -0.433186  0.504907 -0.067995  0.032324  311.339636   65.507935   0.13759
  21accx    355.0065  27.277081 9005097   355.00625  27.274322 J-c-o-ztfg-ztfr     1D3    F19        None  35.610558  0.082698   0.03037  0.029219      <NA>    355.0065  27.277081  0.095453    0.825         0.002               0.825  0.803       1.698             0.803  59523.512295  0.136109  0.005437  0.000127  0.411081  0.169757 -0.072893  0.021012  132.468198   66.125236  0.175177
   21ads  203.781429 -33.483136   47879  203.783333    -33.485           J-c-o      2D    F19        None   33.23808  0.165059  0.012729   0.01364   0.00011  203.781429 -33.483136  0.056228    0.213           0.0               0.213  1.253      83.443             1.253  59234.448348  0.178544   0.01977  0.001073 -2.494521  0.163372  0.101793  0.044089   44.423838   92.051047 -0.513288
   21adu   92.225167 -39.693589 3707701    92.22029  -39.69128           J-c-o     1D3    F19        None  37.282591   0.36898   0.05342   0.05375   0.00013   92.225167 -39.693589  0.074521    0.536         0.461               0.535   0.92       0.989             0.921  59235.978331  0.346298   0.00175  0.000178  0.917569  0.673256 -0.181936  0.094764  286.100195   56.322157  0.487225
   21aip   159.34191  -7.366799 1020205   159.34333   -7.36639 J-c-o-ztfg-ztfr     1D3    F19        None  35.391291  0.112325  0.029708  0.030932  0.000004   159.34191  -7.366799  0.066969    0.918           0.0               0.918  0.725       1.972             0.725  59242.968968  0.146601  0.004423  0.000176  -1.64734  0.156595 -0.019217  0.027576  119.745197   77.441501 -0.165631
   21akx  208.228023 -28.567757 3082371   208.23138  -28.56675           J-c-o     1D3    F19        None  36.448093  0.314164  0.049464  0.050357  0.000142  208.228023 -28.567757   0.06426    0.256           0.0               0.254  1.215        3.61             1.218  59242.086504  0.390688  0.001633  0.000202  0.105242  0.649639   0.05036  0.064898  194.813284   77.492503 -0.199089
   21ash  199.928197   -4.52919 3274255   199.93042   -4.52811           J-c-o      2D    F19        None  35.935031  0.164849  0.036002  0.037051  0.000213  199.928197   -4.52919  0.039627    0.392           0.0               0.391  1.057       3.215             1.057  59245.722257  0.244727  0.004102  0.000253 -0.030157  0.279869 -0.094151  0.038559   153.81766   72.212858 -0.024123
   21aut  201.814171 -26.776112  764003  201.815833 -26.776389 J-c-o-ztfg-ztfr      2D    F19        None  36.439123  0.125354  0.044155  0.045131  0.000005  201.814171 -26.776112   0.05575    0.842         0.199               0.842  0.759       1.197              0.76  59245.122787   0.25815  0.002602   0.00011  0.468242  0.272732 -0.079041  0.029189  194.010229   69.738588  0.038402
   21bbz  176.348333  20.324461   36639   176.34938   20.32543 J-c-o-ztfg-ztfr      2D    F19        None  34.636139  0.080545  0.023312    0.0244  0.000009  176.348333  20.324461  0.023427    0.376           0.0               0.376  1.054      13.082             1.055  59250.974795  0.293626  0.009435  0.000215 -0.280068  0.171091  0.010291  0.020892   84.572222   86.492424 -0.395298
   21biz  184.144811  33.526531   39329    184.1404   33.52207 J-c-o-ztfg-ztfr     1D3    F19        None  34.746986   0.06952  0.021815  0.022716  0.000143  184.144811  33.526531  0.012119      1.0           0.0                 1.0  0.438       3.196             0.438   59257.84757  0.078452  0.008847  0.000175 -0.344759  0.087478 -0.003763  0.018489    89.00146   76.517308 -0.126852
   21bjz   80.560875 -13.562661  147364   80.564612 -13.561631 J-c-o-ztfg-ztfr     1D3    F19        None  37.095602  0.130889  0.055415  0.055506  0.000464   80.560875 -13.562661  0.123057    0.993         0.974               0.993  0.565       0.643             0.565   59248.34048  0.506577  0.001444  0.000052 -0.668549  0.457127 -0.124899  0.033346  262.494597   63.393261  0.227114
   21bkw  215.306726  20.714997 1634284  215.306321  20.714892 J-c-o-ztfg-ztfr      2D    F19        None  34.380408  0.082483  0.018192  0.018917  0.000014  215.306726  20.714997  0.036711      1.0           0.0                 1.0  0.412       3.703             0.412  59251.579681   0.17363  0.009061   0.00022  -1.48372  0.137239  0.053229   0.02165   75.176412   75.437184 -0.090138
   21ble  174.764958  -9.410319 3098267  174.765417  -9.408333 J-c-o-ztfg-ztfr      2D    F19        None  36.777254  0.087819  0.049857  0.051084  0.000007  174.764958  -9.410319  0.031907    0.996         0.898               0.996  0.562        0.76             0.562  59258.017536  0.180897  0.002237  0.000051  1.317705  0.215257  -0.09851   0.02344  226.699587   67.554634  0.098462
   21blp  142.973666  35.551748   27065   142.97956   35.55433 J-c-o-ztfg-ztfr     1D3    F19        None  35.269274  0.090589  0.026891  0.027712  0.000011  142.973666  35.551748  0.017319    0.921           0.0               0.921  0.742       2.142             0.742  59255.435688  0.108626  0.002891  0.000069 -2.289562   0.15654  0.125087  0.023607  113.202168   73.388378 -0.044511
   21bmi  184.172583  41.078363 9005098  184.171606  41.077867 J-c-o-ztfg-ztfr     1D3    F19        None  38.025206  0.136719  0.085044  0.085835      <NA>  184.172583  41.078363  0.018302    0.995         0.977               0.995  0.527       0.614             0.528  59253.403686  0.664474   0.00054  0.000019  0.830089  0.528389 -0.031275  0.037692  402.755314   63.891569  0.163708
