# model=salt3-nir
# h=73.36495470247463
# N = 362
# RMS = 0.18677882126246526
# WRMS = 0.17409867848816993
# NMAD = 0.1524161935431913
# STD = 0.18671333350539407
# STD(logH0) = 0.03855644957162469
# rchisquare = 2.1435835381064208
# sigma_int = 0.12397
TNS_name          RA        Dec     PGC       galRA     galDec      bandpasses variant redlaw calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model            t0      e_t0        x0      e_x0        x1      e_x1         c       e_c        dist          h0  resid_DM
   21lma  160.383852  52.651016 2420226  160.383254  52.650531 J-c-o-ztfg-ztfr     1D3    F19        None  37.155197  0.111609  0.064254  0.064876  0.000027  160.383852  52.651016  0.014293     0.51         0.012                0.51  0.977       1.587             0.977   59354.34228  0.180976  0.001141  0.000036  0.352836  0.281387 -0.031775  0.025416   269.79841   72.087962 -0.065784
   21lny  205.266463 -25.602592 9005134  205.266445 -25.602357 J-c-o-ztfg-ztfr      2D    F19        None  38.293154   0.28046  0.095103  0.096048  0.000005  205.266463 -25.602592  0.067834      1.0           1.0                 1.0  0.356       0.366             0.356  59353.675475  0.523635   0.00049  0.000038  1.594152  0.744287 -0.050213  0.064429  455.649501   63.194014  0.171972
   21low   176.19275  20.126189   36574  176.195953  20.125049 J-c-o-ztfg-ztfr      2D    F19        None   34.65578  0.078614  0.021929   0.02302  0.000006   176.19275  20.126189  0.024166    0.117           0.0               0.117  1.247  229299.064             1.247  59357.130723  0.085883  0.010447  0.000247  0.249113  0.109829 -0.008159  0.020327   85.340671    80.86501 -0.246951
   21lxg  324.731142  34.205323    <NA>  324.729458  34.206444 J-c-o-ztfg-ztfr     1D3    F19        None   37.40435  0.147224  0.067764  0.066746      <NA>  324.731142  34.205323  0.189334    0.938         0.618               0.938  0.722       0.931             0.722  59354.827432  0.288991  0.000752  0.000036 -0.148183  0.375454  0.008558  0.033749   302.60077   66.126688  0.115349
   21lyi  153.742396  -3.538989 1069930  153.743055  -3.538518 J-c-o-ztfg-ztfr      2D    F19        None  37.561785  0.196955  0.076316  0.077515  0.000167  153.742396  -3.538989  0.032661     0.91         0.847                0.91   0.68       0.744              0.68  59354.620459   0.38507  0.000668  0.000041 -0.880169  0.570194 -0.025694  0.045484  325.354676   71.424478 -0.064468
   21mhv  186.014375  35.703639 3088524   186.01382   35.70406           J-c-o     1D3    F19        None  36.547411  0.191759  0.046823  0.047684  0.000014  186.014375  35.703639  0.011802     0.85         0.472                0.85  0.713       0.993             0.713  59355.608923  0.208744  0.001839  0.000124  0.335286  0.289257 -0.006681  0.045204  203.930517   70.099073  0.022867
   21mid  239.539519  12.043977  214440   239.53933   12.04583 J-c-o-ztfg-ztfr     1D3    F19        None  36.220309   0.08632  0.041461  0.041808  0.000024  239.539519  12.043977  0.048911      1.0          0.18                 1.0  0.563       1.125             0.563  59362.993689  0.109224  0.002156  0.000053 -0.049764  0.117471  0.023818  0.022503  175.413004   71.452313 -0.010279
   21mim   235.08902   7.281528   55759   235.09314    7.28323 J-c-o-ztfg-ztfr     1D3    F19        None  35.956825  0.101743  0.038231  0.038684  0.000107   235.08902   7.281528  0.047433    0.996         0.254               0.996  0.626       1.102             0.626   59361.98841  0.126459    0.0015   0.00005 -2.244117  0.148782  0.133838  0.025333  155.369218   74.642781 -0.099878
   21min   222.24025  18.326689 1556460  222.238367  18.326187 J-c-o-ztfg-ztfr     1D3    F19        None  35.975674  0.091282  0.042034  0.042667  0.000013   222.24025  18.326689  0.046695      1.0         0.013                 1.0   0.41        1.42              0.41  59362.961608  0.116341  0.002519  0.000066  -0.74288  0.118276  0.020757  0.023932   156.72373   81.616122 -0.299864
   21mku   170.44322  -5.479237 1044207   170.44358   -5.47869 J-c-o-ztfg-ztfr     1D3    F19        None  36.521728   0.14652  0.049823  0.051059   0.00015   170.44322  -5.479237  0.039676    0.993         0.963               0.993  0.535       0.639             0.535  59361.756911  0.250367  0.001108  0.000048 -0.833838   0.29542  0.116248  0.035701  201.532751   75.953471 -0.155943
   21mld  230.004767  22.886672 9005139   230.00453   22.88661 J-c-o-ztfg-ztfr      2D    F19        None  37.501238  0.161856   0.08156  0.082031  0.000003  230.004767  22.886672  0.049016      1.0         0.994                 1.0  0.472        0.59             0.472  59362.087419  0.293783  0.000558  0.000026  0.991477  0.346838  0.113811  0.040277    316.4081   77.723216 -0.256528
   21nya  184.508542     24.718 4320329    184.5085  24.718753 J-c-o-ztfg-ztfr     1D3    F19        None  37.142427  0.130274  0.064455  0.065462   0.00001  184.508542     24.718   0.02982    0.992         0.962               0.992  0.539       0.638             0.539  59375.652216   0.30403   0.00079  0.000029  0.843694  0.421122  0.103558   0.02996  268.216398   73.168305 -0.098226
   21nyt  245.807575  26.475943 3089457  245.807469  26.479288 J-c-o-ztfg-ztfr     1D3    F19        None  36.998714  0.102383   0.06446  0.064623  0.000012  245.807575  26.475943     0.031      1.0           1.0                 1.0  0.352       0.467             0.352  59376.729495  0.161369  0.000805  0.000024 -1.365685  0.206669  0.060456  0.026049  251.039941   77.172743 -0.214324
   21pyz  289.049642  45.148509 9005141   289.04878  45.148623 J-c-o-ztfg-ztfr      2D    F19        None  37.177807  0.125682  0.061413  0.060859  0.000005  289.049642  45.148509  0.091365     0.92         0.718               0.919  0.743       0.882             0.744  59391.630568  0.182077  0.001027  0.000038 -0.901361  0.237161 -0.050273  0.030984  272.622365   66.924412  0.099572
   21pzt   12.665502  38.321557 9005142   12.665514  38.321528 J-c-o-ztfg-ztfr      2D    F19        None  36.995103  0.134524  0.075956  0.074989  0.000001   12.665502  38.321557  0.045561    0.973         0.936               0.973  0.649       0.712              0.65  59383.199505  0.400549  0.001103  0.000045  0.609721  0.265491  0.033819  0.033976  250.622822   89.701465 -0.559635
   21usd    275.5139   36.62232   61781  275.517304  36.620678 J-c-o-ztfg-ztfr      2D    F19        None  35.251511   0.08316   0.02824  0.027852  0.000153    275.5139   36.62232  0.039264      1.0         0.083                 1.0  0.489       1.232             0.489  59442.804551  0.096669   0.00325  0.000084  0.596082  0.117097  0.195537  0.021187  112.279942   74.365535 -0.076015
   21vht   11.792727  16.374777    <NA>   11.791977  16.374703 J-c-o-ztfg-ztfr      2D    F19        None   37.73674  0.189349  0.080872  0.079753  0.000009   11.792727  16.374777  0.059628    0.947         0.934               0.947  0.651       0.672             0.651  59442.634708  0.607466  0.000388  0.000021  0.574306  0.918114  0.144302  0.049311  352.653382   67.798343  0.040499
   21vio  263.525446   8.512882 9005143  263.525603   8.512638 J-c-o-ztfg-ztfr      2D    F19        None  38.083616  0.260076  0.092514  0.092372  0.000005  263.525446   8.512882  0.167757      1.0           1.0                 1.0  0.379       0.388             0.379  59442.863944  0.472964  0.000397  0.000036 -0.431488  0.849599  0.002641  0.051273  413.735894   66.932384  0.050712
   21vju  340.602475   6.960699 1311004  340.603546   6.963328 J-c-o-ztfg-ztfr     1D3    F19        None   36.11435  0.081793   0.04047  0.039242    0.0002  340.602475   6.960699  0.116301      1.0         0.015                 1.0  0.465       1.358             0.465  59453.510815  0.111942  0.003037  0.000077  0.887356  0.117265 -0.018958  0.020951  167.059028   70.421323   0.02213
   21vkc  328.446635   17.17084 9005144  328.444011  17.172645 J-c-o-ztfg-ztfr      2D    F19        None  38.013482  0.185014   0.09556  0.094409  0.000002  328.446635   17.17084  0.095362      1.0           1.0                 1.0  0.402       0.437             0.402  59445.811431    0.2862  0.000525  0.000029  1.410198  0.477715  0.001306  0.041081  400.586526   70.654207 -0.071955
   21vnx  285.903497 -27.402757 9005145  285.904782 -27.402517 J-c-o-ztfg-ztfr      2D    F19        None  36.252782  0.207189  0.041567  0.041122  0.000006  285.903497 -27.402757  0.206213    0.997         0.985               0.997  0.486       0.578             0.486  59444.629354   0.32604  0.000837  0.000065 -1.555489  0.512544  0.253763  0.045366  178.055907   69.237191   0.05756
   21vqb   23.997542 -34.020311 3176919    23.99713  -34.01989           J-c-o      2D    F19        None  37.315143  0.293293    0.0677  0.066961  0.000213   23.997542 -34.020311  0.020696    0.733         0.682               0.732  0.814       0.851             0.815  59439.377218  0.726163  0.000534  0.000051   0.76089  0.930555    0.1721  0.075355   290.42134   69.121544  0.019394
    21vt    201.7824  11.352393 4370785  201.782669  11.352562 J-c-o-ztfg-ztfr      2D    F19        None  38.279044  0.204176  0.089794  0.090765  0.000003    201.7824  11.352393  0.027931    0.694          0.53               0.693  0.862       0.962             0.862  59233.496886  0.584102  0.000483  0.000028  1.785298  0.659311  -0.03509  0.049472  452.698315   60.107487  0.288961
   21wfg  325.105145  11.748961 3373379  325.105029  11.746958           J-c-o     1D3    F19        None   37.59812  0.233081  0.079398  0.078259  0.000007  325.105145  11.748961  0.095794    0.954           0.9               0.954  0.619       0.696              0.62  59454.348265  0.365746  0.000972  0.000085 -0.247221  0.494078 -0.130676  0.052505  330.844508   70.913582 -0.054756
   21wjb     300.208 -38.577231   63976  300.209779 -38.575036           J-c-o     1D3    F19        None  34.575358  0.156285  0.020011  0.019456  0.000027     300.208 -38.577231  0.071062    0.461           0.0               0.461  0.993       8.226             0.993   59452.62131  0.272188  0.011088  0.000603 -1.877819  0.176847 -0.079954  0.040675   82.237805   70.927225  0.040115
   21wrt   38.419494  40.667474 2169204     38.4192    40.6697      J-c-o-ztfr      2D    F19        None  37.852772  0.571646   0.07915  0.078462  0.000007   38.419494  40.667474  0.054295      1.0         0.999                 1.0  0.388       0.431             0.388  59450.777405   0.35131   0.00068  0.000132 -2.221589  0.542152 -0.163961  0.143021  372.009759   63.230192  0.194858
   21wue   18.947391   1.505805 3613260   18.950075   1.505367 J-c-o-ztfg-ztfr     1D3    F19        None   37.62735  0.110311  0.078028  0.076973  0.000004   18.947391   1.505805  0.036196    0.999         0.967               0.999  0.472       0.662             0.472  59458.635878  0.290719  0.000835  0.000028  1.073219  0.292455 -0.044196  0.026198  335.328096   68.815734  0.012635
   21xfo   41.974773 -32.570417  145051   41.973863 -32.571419           J-c-o     1D3    F19        None   37.09076   0.18402   0.06312  0.062593  0.000147   41.974773 -32.570417  0.028905    0.871         0.599               0.871  0.686       0.903             0.686  59465.688167  0.485051  0.001151  0.000061   0.30646  0.612469  -0.01754  0.047652  261.909938   71.646964 -0.051188
   21xoo  351.101256  45.477214 9005149  351.100005  45.475689 J-c-o-ztfg-ztfr     1D3    F19        None    37.5106   0.15912  0.087096   0.08613  0.000004  351.101256  45.477214  0.203999    0.581         0.044               0.581  0.948       1.359             0.948   59463.56268  0.419445    0.0005  0.000021  1.113912  0.604967  0.149323  0.036104  317.775144   81.256087 -0.362327
   21yma   78.804918 -27.842338  749114   78.804744 -27.842145 J-c-o-ztfg-ztfr      2D    F19        None  37.870611  0.503291  0.081267  0.081355  0.000003   78.804918 -27.842338  0.016979    0.985         0.953               0.985  0.497       0.586             0.497  59472.942975  0.730236  0.000675  0.000126 -1.428655  0.969407   -0.1377  0.120562  375.078495   65.025171  0.131105
   21ymj  257.975753  34.153651 3879345  257.975384  34.153418 J-c-o-ztfg-ztfr     1D3    F19        None  37.389941  0.208624  0.084095  0.084009  0.000017  257.975753  34.153651  0.025868    0.107         0.028               0.106  1.275       1.453             1.275  59475.000436  0.333586  0.000442  0.000028 -1.516002  0.669178  0.129487  0.045431  300.599488   83.783734  -0.42378
   21ymm   78.787523  -16.02757  147181   78.787442 -16.028301 J-c-o-ztfg-ztfr      2D    F19        None  36.942419   0.14062  0.059374  0.059435   0.00032   78.787523  -16.02757  0.074987    0.488         0.174               0.488  0.994       1.175             0.994   59472.31704  0.253653  0.000994  0.000039 -2.069865  0.361403 -0.014474  0.036188  244.615447   72.841251 -0.080873
   21zfs  323.124292   5.346311 1281969  323.124257   5.346368           J-c-o      2D    F19        None  34.470262  0.211121   0.01963  0.018505   0.00001  323.124292   5.346311  0.064816    0.438           0.0               0.438  1.018      12.554             1.018  59484.432928  0.232779  0.010913  0.000941 -1.657894  0.185762 -0.036763  0.051788   78.352413   70.804997  0.044202
   21zqc  278.108917  51.568781 2396225  278.109397   51.56835 J-c-o-ztfg-ztfr      2D    F19        None  35.856835  0.114735  0.033335  0.032955  0.000004  278.108917  51.568781  0.033171    0.999         0.553               0.999  0.486       0.958             0.486  59494.932359  0.121923  0.002557  0.000098 -1.296088  0.172502  0.030513  0.028285  148.377108   66.584234  0.155721
  22abvt   22.680982 -31.514423    <NA>   22.681694 -31.513363           J-c-o     1D3    F19        None  35.518361  0.155546    0.0305  0.029718  0.000297   22.680982 -31.514423  0.026069     0.99           0.0               0.958  0.565       2.297              0.66   59922.95098  0.149656  0.004503  0.000221 -0.668818  0.140538 -0.026344   0.04034   126.96155   70.172251  0.046154
     22B  153.660473  -0.825595   29889  153.664827   -0.83091 J-c-o-ztfg-ztfr     1D3    F19        None  36.486899   0.23966  0.049021  0.050214   0.00001  153.660473  -0.825595  0.041937    0.999         0.998               0.999  0.315       0.364             0.315  59578.457147  1.123057  0.002253  0.000232 -0.083758  0.367632 -0.067565  0.062283  198.326094   75.903777 -0.153257
    22ba    44.45175   -14.8855   11200    44.45021 -14.887094 J-c-o-ztfg-ztfr      2D    F19        None  35.468906  0.252158   0.03046  0.029845   0.00015    44.45175   -14.8855  0.046655    0.996         0.637               0.996  0.369       0.866              0.37   59593.66855   0.20026  0.002432  0.000253 -1.964868  0.312786  0.133185   0.05999  124.102719   72.095123 -0.012403
   22eat  167.879066  19.827279 9005159   167.87592   19.82741 J-c-o-ztfg-ztfr     1D3    F19        None  35.356537  0.103146  0.027588  0.028693  0.000002  167.879066  19.827279  0.023148      1.0           0.0                 1.0  0.356       3.475             0.356  59658.856411  0.120651  0.006165  0.000196  1.466033  0.129605 -0.001445  0.026813   117.84398   72.995397 -0.033849
   22edq  197.947699  17.460805 1533337   197.94731   17.46145 J-c-o-ztfg-ztfr      2D    F19        None    37.3854  0.193617  0.071776  0.072746  0.000013  197.947699  17.460805  0.022718    0.187         0.089               0.187  1.162       1.258             1.162   59653.61609  0.243691  0.000903  0.000061 -0.081007  0.377363 -0.040504  0.043746  299.971533   72.702328 -0.095936
     22H  147.438674   6.296588 1298069  147.439308   6.297085           J-c-o      2D    F19        None  37.028133  0.333634  0.061226  0.062354  0.000017  147.438674   6.296588  0.023643    0.784         0.679               0.781  0.766       0.847             0.768  59583.514425  1.475948  0.000726  0.000089 -1.662801  0.754836  0.073378  0.085786  254.464184   73.461231 -0.101727
     22I  153.974873   -2.69352  103417  153.975747  -2.694164           J-c-o     1D3    F19        None  36.739898  0.214461  0.051404  0.052602  0.000166  153.974873   -2.69352  0.034668    0.973         0.873               0.973  0.505        0.67             0.506   59588.27945  0.597442  0.000773  0.000057  0.308966  0.572517  0.205698   0.05197  222.833059   70.769033 -0.004968
    22kj  161.122989  23.837014    <NA>  161.121023    23.8374 J-c-o-ztfg-ztfr      2D    F19        None  36.675394  0.141394   0.04357  0.044626      <NA>  161.122989  23.837014  0.031132    0.997         0.034               0.997  0.539        1.39             0.539    59603.8525  0.277012  0.002758  0.000137  0.646765  0.206981 -0.158981  0.034385  216.311081   61.848804  0.300089
   22mme  278.400551    41.4894 2181874  278.397625  41.487583           J-c-o     1D3    F19        None  37.656736  0.277787  0.083274  0.082852  0.000005  278.400551    41.4894  0.057056    0.977         0.971               0.977  0.582       0.599             0.582  59747.142764   0.60176  0.000704  0.000061  0.759229   0.76912 -0.010664  0.067421  339.896918   73.076459 -0.125735
   22mtp   261.55202  27.618718 1813255   261.55125  27.614167 J-c-o-ztfg-ztfr      2D    F19        None  37.883112  0.130735  0.084802  0.084663  0.000023   261.55202  27.618718  0.050477      1.0           1.0                 1.0  0.501       0.522             0.501  59754.840637  0.332316  0.000622  0.000022   0.37569  0.358572  -0.05097  0.033097  377.243977   67.280841  0.051435
   22mxe  233.189193  23.086415 3848696  233.189193  23.086415 J-c-o-ztfg-ztfr      2D    F19        None  36.925221  0.113632  0.051562  0.051976  0.000013  233.189193  23.086415  0.048087      1.0           1.0                 1.0  0.407       0.508             0.407  59756.707075  0.194723  0.000754  0.000025  0.146768  0.269496  0.154957  0.028395  242.685695   64.206165  0.205745
   22mxq  208.708303  20.600876 1631682  208.707093  20.603177 J-c-o-ztfg-ztfr      2D    F19        None  37.370924  0.118626  0.070122  0.070939   0.00001  208.708303  20.600876  0.026085      1.0           1.0                 1.0  0.336       0.381             0.336  59758.449551  0.232993  0.000907  0.000029  1.641012  0.335363  0.023694  0.027284  297.978354   71.371298 -0.053273
   22myp  205.438269 -25.793416  170282  205.442167 -25.794583     J-ztfg-ztfr      2D    F19        None  35.121019  0.220555  0.026338  0.027279  0.000107  205.438269 -25.793416  0.066242    0.901         0.497               0.898  0.402       0.911             0.408  59758.183727  0.780451   0.00487  0.000385 -1.960001   0.83889  0.017181  0.042597  105.731338   77.348093 -0.157664
   22mzs  205.647861  30.190925 1893907  205.650974  30.192014 J-c-o-ztfg-ztfr      2D    F19        None  35.975935  0.086393  0.034737  0.035502  0.000043  205.647861  30.190925  0.015134    0.991         0.007               0.991  0.639       1.479             0.639  59761.955544  0.106839  0.003752  0.000091  1.120214  0.150026 -0.036739  0.022209  156.742593   67.902361  0.111434
   22nbi  322.302958  -0.620919 1138787  322.302156  -0.621743           J-c-o      2D    F19        None  35.351333  0.198682  0.030179  0.029072  0.000009  322.302958  -0.620919  0.042611    0.798         0.016               0.798  0.707       1.871             0.708  59758.560799   0.29626  0.003936  0.000275 -2.246374  0.249433  0.007159  0.049731  117.561905   74.136031 -0.072802
   22nbq  314.188514   4.251675 3932912  314.188917   4.251111 J-c-o-ztfg-ztfr      2D    F19        None  37.412074   0.16491  0.075522  0.074491  0.000002  314.188514   4.251675  0.099968    0.998         0.998               0.998  0.485       0.501             0.485  59760.830368  0.388661  0.000456   0.00002  0.357555  0.466734  0.179041  0.041943  303.679048   73.537503 -0.127529
   22rfj   323.17174   -7.22388 1022520  323.172394  -7.222767 J-c-o-ztfg-ztfr     1D3    F19        None   37.84841   0.16887  0.085526  0.084437  0.000023   323.17174   -7.22388  0.035214    0.642          0.34               0.515  0.917        1.07              0.98  59810.197292  0.515552  0.000536  0.000025 -1.438203  0.465417 -0.059626  0.044562  371.263197    68.18222  0.020988
   22syq    1.915999  12.263034 9005188    1.914914  12.260677 J-c-o-ztfg-ztfr     1D3    F19        None  38.191632  0.168728  0.096435  0.095239  0.000021    1.915999  12.263034  0.077941      1.0         0.821               0.954   0.58       0.863             0.763  59834.416248  0.278494   0.00044  0.000024  1.250121  0.457103  -0.00042  0.037467  434.836986   65.661509  0.085807
   22ucj   67.713128 -16.306125   15349    67.71787 -16.306471 J-c-o-ztfg-ztfr      2D    F19        None  35.447383  0.079916  0.031328  0.031163   0.00002   67.713128 -16.306125  0.038093    0.998           0.0               0.888   0.61       2.409              0.82  59848.905333  0.118796  0.003507  0.000082  0.046223  0.108529   0.09707  0.021138  122.878682   76.028582 -0.128949
   22udi  257.273351  52.960358 2428150  257.271083  52.958861           J-c-o      2D    F19        None  36.668952  0.266924  0.049653  0.049542  0.000001  257.273351  52.960358  0.029417    0.743         0.328               0.638  0.742       1.123             0.835  59848.939279  0.353514  0.001626  0.000152  0.702169  0.456225  0.009797  0.064149  215.670295    68.86614  0.056408
   22ymn  120.253772  39.568791 2152097  120.254074  39.569805 J-c-o-ztfg-ztfr     1D3    F19        None   37.63431  0.194871  0.077357  0.077901   0.00002  120.253772  39.568791  0.044968    0.292          0.03               0.129  1.107        1.45             1.249  59885.158582  0.287557  0.000764  0.000044  1.395943  0.412183 -0.006989  0.044654  336.404647   69.422833  -0.00467
   23guy  193.980966   7.930628 1334625   193.98175   7.929158 J-c-o-ztfg-ztfr     1D3    F19        None  36.245542  0.101133  0.041529  0.042601  0.000017  193.980966   7.930628  0.039588    0.948         0.666               0.948  0.698       0.904             0.698  60076.253982  0.183342  0.003051   0.00009  0.798467  0.173298 -0.061173  0.025936  177.463212   71.966298 -0.025607
   23gxc  201.579666   1.541425 1198022      201.58     1.5417 J-c-o-ztfg-ztfr     1D3    F19        None  37.271067   0.11055    0.0777  0.078718  0.000297  201.579666   1.541425    0.0245      1.0         0.994                 1.0  0.467       0.581             0.467  60077.483481  0.230762  0.001063  0.000033  1.406031  0.245563 -0.005448  0.028069  284.585963   82.923985 -0.390887
   23hjq  203.303127 -16.140485   47717  203.301651 -16.139345 J-c-o-ztfg-ztfr     1D3    F19        None   34.62364  0.078156  0.020894  0.021897  0.000077  203.303127 -16.140485   0.08843    0.985           0.0               0.985  0.655       2.086             0.655  60079.763638  0.114075  0.007808  0.000185  -0.35993   0.10122   0.06979  0.020514   84.086853   78.068705 -0.168884
   23hka    212.7431 -27.061675  760286  212.742917 -27.065139 J-c-o-ztfg-ztfr     1D3    F19        None  34.675255  0.083001  0.021538   0.02238   0.00015    212.7431 -27.061675  0.060518    0.906           0.0               0.906  0.753       2.399             0.753  60077.489764  0.133516  0.006209  0.000154 -2.219698  0.107514  0.060124  0.021787   86.109487    77.91827 -0.165826
   23hro  190.944237 -20.158202   42840  190.946167 -20.155485 J-c-o-ztfg-ztfr     1D3    F19        None  35.399845  0.079947  0.027299  0.028411   0.00012  190.944237 -20.158202  0.055839      1.0         0.915                 1.0  0.391       0.729             0.391  60082.935635  0.140291  0.005386  0.000123  0.583983  0.133763 -0.003295  0.021445  120.217858   70.849421  0.031421
