# model=snpy_ebv_model2
# h=70.70068977377682
# N = 357
# RMS = 0.1648951123950165
# WRMS = 0.15175129721248223
# NMAD = 0.12568898587686875
# STD = 0.1648742524152819
# STD(logH0) = 0.032943281713634406
# rchisquare = 2.6649145015205455
# sigma_int = 0.12141
TNS_name          RA        Dec     PGC       galRA     galDec          bandpasses variant redlaw  calibration         DM      e_DM     z_hel     z_cmb       e_z          ra        dec     MWebv  fitprob  fitprob_data  fitprob_data_model  rchi2  rchi2_data  rchi2_data_model          Tmax    e_Tmax  rchisquare        st      e_st   EBVhost  e_EBVhost        dist         h0  resid_DM
   21cac  148.772803  -15.00932 9005103   148.77356  -15.00955     J-c-o-ztfg-ztfr     1D3    F19            6  37.302292   0.09377  0.064107  0.065267      <NA>  148.772803  -15.00932  0.061713    0.992         0.992               0.992   0.55       0.554              0.55  59258.719072  0.451599    0.588299   1.01722  0.040922  0.104685   0.065292   288.70772  67.772718  -0.01159
   21cbx  109.803167  56.532089 9005105   109.80109   56.53395     J-c-o-ztfg-ztfr     1D3    F19            6  37.936268  0.089592  0.080587  0.080822      <NA>  109.803167  56.532089  0.066911    0.972         0.962               0.972  0.651       0.672             0.652  59264.811362  0.415619    0.625027  1.196822  0.039469   0.05829   0.064187  386.592607  62.675276  0.131837
   21cjf   37.965301   2.050254    9627   37.965992   2.050333 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.054321  0.106143  0.040212  0.039419  0.000039   37.965301   2.050254  0.028429    0.193         0.158                0.19  1.299       1.358             1.303  59266.657619  0.423868     0.89986  0.974872  0.049917  0.217667   0.064894   162.50404  72.721856 -0.127376
   21cjx  148.004829   21.17414 9005106   148.00459   21.17412     J-c-o-ztfg-ztfr     1D3    F19            6  38.520075  0.104329  0.111918  0.112942      <NA>  148.004829   21.17414  0.022534      1.0           1.0                 1.0  0.324       0.326             0.324  59265.286083  0.419052    0.374328  0.967751  0.045254 -0.102662    0.06802  505.842148  66.936294 -0.059141
   21ckc  178.648712  25.383436 1734564  178.649667  25.381944 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.688498  0.094172  0.053087  0.054113   0.00001  178.648712  25.383436  0.018075    0.399         0.194               0.399  1.034       1.144             1.034  59269.989228  0.385935    0.915057  1.257156   0.03311  0.174311   0.062325  217.620372  74.546386  -0.20098
   21dch  196.349006  29.509629 3802101  196.348384  29.510398     J-c-o-ztfg-ztfr      2D    F19            6  35.163903  0.082758  0.020141  0.021007   0.00001  196.349006  29.509629  0.011367    0.435         0.155               0.435  1.019       1.195             1.019  59273.524014   0.34934     0.75995  0.805452  0.031474  0.086683   0.061179  107.840159   58.39932  0.382304
   21ddh   129.87132  -1.408059 1119309   129.87125  -1.409167 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.002963  0.096357  0.049478   0.05045      <NA>   129.87132  -1.408059  0.033821      0.0           0.0                 0.0  2.151       2.206             2.154  59272.604307  0.425063    2.091139  0.856685  0.043957 -0.133905   0.066936  251.531671  60.129807  0.271449
   21dev  162.600624   0.926926 1179328   162.60174    0.92739 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.079596  0.087192  0.054194  0.055415  0.000013  162.600624   0.926926  0.048898    0.468         0.439               0.463  1.003       1.017             1.005  59274.385588  0.411848    0.967293  1.021702  0.040902   0.06651   0.064556  260.566867  63.757213  0.136829
   21dgm  237.571417   8.359374 4479685   237.57131    8.35915     J-c-o-ztfg-ztfr      2D    F19            6  37.188454  0.085947  0.059388  0.059787  0.000007  237.571417   8.359374  0.038305    0.929         0.894               0.927  0.737       0.772             0.739  59276.870107  0.408536    0.587494  1.123981  0.039652   0.03324   0.063291  273.962293  65.424368  0.072126
   21die  200.510972   54.69092 2477215    200.5075  54.690278     J-c-o-ztfg-ztfr     1D3    F19            6  37.854542    0.1021  0.079262  0.079738  0.000027  200.510972   54.69092  0.027576    0.998         0.998               0.998  0.401       0.403             0.401  59274.931983  0.404566    0.461266  0.805173  0.051562  0.071116   0.067808  372.313125  64.206538  0.081605
   21dit  217.841693  55.763248 3487275   217.84224   55.76388 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.516368  0.090996  0.041539   0.04186  0.000013  217.841693  55.763248  0.012892    0.343         0.291               0.342   1.07       1.102             1.071  59277.082744  0.375848     1.03611  0.834325  0.034381   0.07146   0.065978   201.03589  62.423968  0.202585
   21div  254.082411  39.275821   59283  254.087871  39.275171     J-c-o-ztfg-ztfr     1D3    F19            6  37.271651  0.090612  0.062066  0.062034  0.000014  254.082411  39.275821  0.016252    0.961         0.957               0.961  0.611        0.62             0.612  59276.127135  0.385094    0.593696   0.76289  0.038549 -0.054024   0.064639  284.662447  65.331303  0.070768
   21dlb  223.279025   3.537308 1254126   223.28041    3.53814 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.890116  0.081755  0.033353   0.03404   0.00001  223.279025   3.537308  0.040574     0.05         0.007                0.05  1.289       1.453              1.29  59278.588232   0.37618    1.194837  1.160002  0.036745 -0.002983   0.062014  150.668724   67.73027  0.038824
   21dsb  158.828292 -13.005439 9005107  158.828572 -13.004984 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.646936  0.084468  0.029952  0.031168  0.000009  158.828292 -13.005439  0.048575      0.0           0.0                 0.0  2.479       2.747              2.48  59285.169752  0.415369    2.113837  1.271749  0.034236  0.060909   0.062738  134.706103  69.365627  -0.00721
   21dsi  179.879383  -1.146499 1125620    179.8809   -1.14652               J-c-o      2D    F19            6  38.057628  0.136759  0.076583  0.077787   0.00001  179.879383  -1.146499  0.024238    0.999         0.991               0.992  0.319       0.428             0.421  59273.063883   0.78908    0.327787  0.829169  0.062924 -0.127943   0.137894   408.81377   57.04321  0.343006
   21fco  159.973958  21.844489   31721   159.96929   21.84495 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.833881  0.090681  0.055387  0.056462  0.000009  159.973958  21.844489  0.032337    0.833         0.802               0.827  0.829       0.848             0.833  59295.287087  0.420281    0.870851  1.134986   0.04841  0.022837   0.062886  232.689165  72.744324 -0.151492
   21feg  221.988858 -22.188678 9005109  221.988928 -22.188459      J-asg-c-o-ztfr      2D    F19            6  37.110083  0.099954  0.059544  0.060266  0.000002  221.988858 -22.188678  0.100631    0.828         0.806               0.822   0.76       0.778             0.765  59293.283389  0.857903     0.81422  1.072058  0.061868 -0.026152   0.077464  264.251022  68.371616 -0.023654
   21fwm  159.325719  -5.160636 9005112   159.32543   -5.16107     J-c-o-ztfg-ztfr     1D3    F19            6  37.603318  0.086665  0.072609  0.073833      <NA>  159.325719  -5.160636  0.047769      1.0           1.0                 1.0  0.423       0.428             0.423  59301.941146  0.407979    0.440368  1.085614  0.041001  -0.01519   0.062851  331.637444  66.742916  0.008257
   21fwy  196.672414   9.331751 4355290  196.671992   9.331219     J-c-o-ztfg-ztfr     1D3    F19            6  37.595239   0.09074  0.072834  0.073872   0.00001  196.672414   9.331751  0.027812    0.952         0.942               0.949  0.717       0.731             0.721   59303.52867  0.443807    0.700625  1.161579  0.042739  0.064763   0.063083   330.40597  67.027252 -0.001411
   21fzq  225.280396  12.313987 9005113  225.280428   12.31391     J-c-o-ztfg-ztfr      2D    F19            6  38.252292  0.092261   0.11268  0.113294  0.000004  225.280396  12.313987  0.035195      1.0           1.0                 1.0  0.394       0.396             0.394   59303.82309  0.464589    0.441414  1.191524   0.04135  0.049997   0.065583  447.155353  75.957552 -0.335027
   21gba  219.266183   -8.07644 9005114  219.266207  -8.076632     J-c-o-ztfg-ztfr      2D    F19            6  38.157337  0.114777  0.103717  0.104497  0.000004  219.266183   -8.07644  0.068111     0.98         0.977               0.978  0.557       0.566             0.563  59299.675634  0.591461    0.815092  1.046918  0.094698  0.076877   0.089729  428.023279  73.190682 -0.240626
   21gdm  237.387721   4.670983 9005116   237.38764    4.67103          J-c-o-ztfr      2D    F19            6  38.611687  0.115512   0.11131  0.111726  0.000009  237.387721   4.670983  0.066548    0.998         0.998               0.998  0.377       0.382              0.38  59299.989499  0.679348     0.47724  1.174137  0.083776 -0.035302   0.088589  527.639613  63.480046  0.056655
   21gea  203.325139  -33.09639 3809824   203.32708  -33.09694           J-asg-c-o     1D3    F19            6  36.379284  0.105657  0.044661   0.04558   0.00003  203.325139  -33.09639  0.059123    0.025         0.014               0.025  1.554       1.637             1.558  59300.539587  0.469901     1.71113  0.991916   0.05707 -0.017589   0.072661  188.736873  72.399997 -0.124091
   21ghc  149.137458   0.752289 1174488  149.139642   0.750872 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.530523  0.081508  0.046172  0.047334   0.00001  149.137458   0.752289  0.025891      1.0           1.0                 1.0  0.473       0.484             0.473  59306.201186  0.385438    0.460757  1.053919  0.033616  0.027667   0.061088  202.350683   70.12703 -0.057138
   21gyh   195.96611  -3.451754 1071068  195.964653  -3.454467     J-c-o-ztfg-ztfr      2D    F19            6  37.941022  0.121075  0.085978  0.087069  0.000148   195.96611  -3.451754  0.029528    0.949         0.948               0.949  0.628       0.631              0.63  59303.478332  0.667439    0.746999   0.85924  0.071654  0.057458   0.078995  387.439959  67.371821 -0.033117
   21hjc  141.388792 -24.764981  786340  141.388367 -24.764733 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.733485   0.09514  0.053726  0.054787  0.000098  141.388792 -24.764981  0.089851    0.222         0.195               0.208  1.159       1.182             1.171    59314.6051  0.401912    1.164417  0.916186  0.043266 -0.027195    0.06581  222.175902  73.926782 -0.183861
   21hji  252.171381  21.997169 3572442  252.171083  21.997417     J-c-o-ztfg-ztfr      2D    F19            6  37.160225  0.108626   0.05767  0.057727  0.000007  252.171381  21.997169  0.058007    0.809         0.795               0.809  0.836       0.844             0.836  59314.177201  0.438564    0.834895  1.087107   0.04599  0.244726   0.063087  270.423906   63.99624  0.122626
   21hlw  150.975949  49.419533 2342426  150.977363   49.41894     J-c-o-ztfg-ztfr     1D3    F19            6  36.705573  0.103835  0.050774  0.051426  0.000017  150.975949  49.419533  0.010279    0.017         0.011               0.016  1.452         1.5             1.458    59315.5779  0.386679    1.796361  0.748914  0.040935  0.200178   0.064113  219.338333    70.2897 -0.069783
   21hop  232.786489  28.098781 1826306    232.7865   28.09967               J-c-o     1D3    F19            6  37.519355   0.09036  0.074618  0.075007  0.000013  232.786489  28.098781  0.028135    0.913         0.907               0.912  0.655       0.662             0.656  59312.090789  0.528935    0.698472  0.986766  0.044503 -0.117329   0.064281  319.058983  70.478124 -0.113524
   21huu  178.611208  55.073981 3475597  178.609042  55.073772 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.616731   0.08177  0.046189  0.046758  0.000017  178.611208  55.073981  0.010514    0.616         0.202               0.615  0.946       1.129             0.946  59322.368718  0.357699     0.92235  1.017637  0.032462  0.028273   0.061465  210.545626  66.578021  0.055329
   21hwq  212.397357  11.153097    <NA>  212.396476  11.153988     J-c-o-ztfg-ztfr      2D    F19            6  37.711771  0.088333  0.079441  0.080271  0.000004  212.397357  11.153097  0.023504    0.995         0.993               0.995  0.609       0.625             0.611  59320.061689   0.37577    0.629384  1.134428  0.043736 -0.034393   0.062145  348.621552  69.028179 -0.075755
   21hwx  229.860873  23.397632 3844278  229.859813   23.39665     J-c-o-ztfg-ztfr     1D3    F19            6  37.897051   0.08229  0.087481  0.087951  0.000023  229.860873  23.397632   0.05708      1.0           1.0                 1.0  0.321       0.326             0.321  59318.675685  0.366522     0.38999  0.867839  0.034032 -0.006406   0.061709  379.673499  69.446419 -0.101589
   21iaf  227.843833  26.792261    <NA>  227.843972  26.792515     J-c-o-ztfg-ztfr     1D3    F19            6  36.791254   0.08862   0.05429  0.054772  0.000007  227.843833  26.792261  0.056255    0.466         0.278               0.453  1.005        1.09             1.011  59321.202628  0.362501    0.908954  1.112663  0.037976 -0.057226   0.061404  228.165883  71.965596 -0.126645
   21iai  205.878096   9.623408 1367677  205.879583   9.621442     J-c-o-ztfg-ztfr     1D3    F19            6   37.48579  0.087217  0.069732  0.070661  0.000007  205.878096   9.623408  0.026614    0.972         0.967               0.971  0.689       0.699             0.691  59318.207121   0.38179    0.986824  0.962947  0.035272 -0.054064   0.063378  314.165196  67.428225 -0.009522
   21ify  261.723723  13.178866    <NA>  261.723644  13.178661 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.955109   0.08647  0.060878  0.060763  0.000011  261.723723  13.178866  0.149235    0.883         0.857               0.879  0.805       0.823             0.808  59322.450791   0.39379    0.790462   1.08961  0.040499  0.041397    0.06274  246.049135  74.034931 -0.198962
   21igt  191.250503    21.1417 4339982  191.249983  21.142186     J-c-o-ztfg-ztfr     1D3    F19            6  37.792148  0.084097  0.075355  0.076354  0.000007  191.250503    21.1417  0.041468    0.993         0.992               0.993  0.613       0.621             0.614  59321.308548   0.38079     0.68859  0.972095  0.035746 -0.044695   0.062614  361.767482  63.273332  0.119759
   21iio  286.248986  50.734014 9005122    286.2478  50.734119     J-c-o-ztfg-ztfr     1D3    F19            6  37.759997  0.102839  0.086126  0.085641  0.000002  286.248986  50.734014  0.056955    0.726         0.715               0.722  0.827       0.834             0.829  59314.296466  0.652887    0.903931   0.97294  0.065056  0.026467   0.073789  356.450703  72.028631 -0.179176
   21ijy  258.487303  39.098796 9005123  258.487416  39.098765     J-c-o-ztfg-ztfr      2D    F19            6   37.53086  0.086117   0.07262  0.072516  0.000009  258.487303  39.098796  0.045748      1.0         0.999                 1.0  0.469       0.486             0.479  59323.676926  0.376978    0.445582  0.986444   0.03458  0.046966   0.062914  320.753957  67.776836 -0.025738
   21ikn  118.831167   41.14455 9005124   118.83041   41.14387     J-c-o-ztfg-ztfr      2D    F19            6  37.391339  0.099086  0.068983  0.069492  0.000006  118.831167   41.14455  0.042292    0.044         0.032                0.04   1.47       1.519             1.485  59322.742242   0.40266    1.355371  0.998128  0.046179 -0.164046   0.067239  300.793087  69.261006 -0.066766
   21iov  141.661822  -7.087126 3742233  141.660462  -7.087425     J-c-o-ztfg-ztfr     1D3    F19            6  36.968938    0.0884  0.053947   0.05506   0.00013  141.661822  -7.087126  0.038943    0.992         0.991               0.992  0.533       0.541             0.534  59324.498994  0.371456    0.551835  0.866464  0.038337  0.038893   0.063327  247.621101  66.660273  0.040483
   21irx  206.909891  15.521304 1486879   206.91099  15.523494     J-c-o-ztfg-ztfr     1D3    F19            6  38.089625  0.090798  0.090709  0.091589  0.000017  206.909891  15.521304  0.034332    0.989         0.987               0.988  0.582       0.589             0.584  59323.572589  0.443759    0.645028  0.955891    0.0434  0.023646   0.066874  414.882318  66.181795 -0.001876
   21itd  221.212833  43.316769 2217873   221.21263  43.317146     J-c-o-ztfg-ztfr      2D    F19            6  37.615369  0.100486  0.080075  0.080507   0.00003  221.212833  43.316769  0.016734    0.088         0.084               0.088  1.283        1.29             1.283  59325.479492  0.461878    1.222544  1.023254  0.051433  -0.00497   0.068033  333.483064  72.373695 -0.179698
   21ixf  262.604875  37.010911   60411  262.604713  37.008817     J-c-o-ztfg-ztfr      2D    F19            6   36.11714  0.083804  0.041371    0.0412  0.000001  262.604875  37.010911  0.040329    0.966         0.912               0.966  0.758       0.816             0.759  59329.724162  0.352326    0.633813  1.038697  0.031828  0.087454   0.060879  167.273821  73.839959 -0.162079
   21jje  243.731399  -1.677322 9005127  243.731786  -1.677615               J-c-o      2D    F19            6  36.651385  0.102679  0.049487  0.049791  0.000009  243.731399  -1.677322  0.137891      0.5         0.437               0.496   0.97       1.017             0.973   59330.60537  0.408752    0.993691  1.077315  0.042464 -0.010705   0.067267  213.932646  69.774347 -0.051908
   21jmi  232.172126  26.155364 1764863  232.173706   26.15477               J-c-o     1D3    F19            6  38.060433  0.090794  0.086483  0.086895  0.000009  232.172126  26.155364  0.044987      1.0           1.0                 1.0  0.195       0.196             0.195  59323.342663  0.426502    0.238234  0.808835  0.043614 -0.025315   0.068076  409.342315  63.639979  0.089539
   21jof  242.843748  28.873088 4121034  242.845067  28.871978     J-c-o-ztfg-ztfr      2D    F19            6  38.373995  0.086544   0.11066  0.110867  0.000013  242.843748  28.873088   0.03905      1.0           1.0                 1.0  0.313       0.315             0.313  59330.543748  0.397371    0.338722  1.221831  0.038475 -0.001136   0.063243  472.932252   70.27861 -0.163368
   21jtb  224.678366  53.669292 3490029  224.678258  53.669178               J-c-o      2D    F19            6  38.127288  0.155679  0.073304  0.073583   0.00002  224.678366  53.669292  0.014573    0.016         0.011               0.012  1.791       1.867              1.84  59328.639216  0.909517    2.037534  1.189261  0.133265 -0.087047   0.109485  422.141024  52.256387  0.538068
   21jvs  224.436687    6.62438   53470  224.437028   6.626897     J-c-o-ztfg-ztfr      2D    F19            6  34.590993  0.077551  0.021485   0.02214  0.000017  224.436687    6.62438  0.034946      0.0           0.0                 0.0  1.955    1997.314             1.955  59335.894811  0.348907    1.392826  0.908255   0.03059  -0.00402   0.060548   82.832095  80.129825 -0.306931
   21jwl  233.892761   5.392228 1282728  233.893538   5.393044 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.313647  0.086907  0.038463  0.038946  0.000047  233.892761   5.392228  0.062906      0.0           0.0                 0.0   1.75       1.775             1.751  59331.897864  0.381685    1.739125  0.855976  0.035486 -0.025579   0.065173  183.117305  63.760739   0.16161
   21jwq  270.230178  52.739646    <NA>  270.229859  52.739789 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.658243  0.085991  0.050918  0.050641  0.000003  270.230178  52.739646  0.044281    0.941         0.891                0.94  0.766        0.81             0.767  59335.908686   0.38685    0.724838  1.127323  0.039997  0.005972   0.061526  214.609294  70.741385 -0.084358
   21jys  135.305833  10.437389 3527519  135.306517  10.437125 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.114178  0.080858  0.036158   0.03715  0.000013  135.305833  10.437389  0.033862    0.821         0.793               0.821  0.791       0.811             0.791  59335.353585  0.366499     0.65369  0.976557  0.034289  0.034384   0.061364  167.045785  66.672227  0.068619
   21kax  194.960701  22.723292 4350197  194.960712  22.723672     J-c-o-ztfg-ztfr     1D3    F19            6  37.627032   0.08561  0.072551  0.073503  0.000003  194.960701  22.723292  0.025132      1.0           1.0                 1.0  0.448       0.452             0.448  59331.793143  0.374476    0.462414  0.980409  0.036929 -0.012687   0.062876  335.278986  65.722903  0.041669
   21khn  195.799263  -6.663193 9005128  195.800023  -6.665261               J-c-o     1D3    F19            6  37.836875  0.113985  0.078026  0.079121  0.000018  195.799263  -6.663193   0.03901    0.592         0.549               0.586  0.915       0.943             0.919  59335.309737  0.786777    0.840527  1.117407  0.061817 -0.195134   0.073253  369.296397  64.230254  0.083014
   21kjh  199.966653   7.760546 1330132  199.966096   7.760264 J-asg-c-o-ztfg-ztfr      2D    F19            6  36.693177  0.085721  0.049271  0.050282  0.000007  199.966653   7.760546  0.027342    0.768         0.701               0.767  0.867         0.9             0.867  59338.583982  0.392626    0.811387  1.023492  0.034617  0.080198   0.061851   218.08987  69.118684 -0.030728
   21klg  139.599633  39.380959 2148789  139.598652  39.381278 J-asg-c-o-ztfg-ztfr     1D3    F19            6  35.495676  0.080838  0.027579  0.028322  0.000013  139.599633  39.380959  0.017149    0.017         0.011               0.017  1.532        1.58             1.532  59338.806963  0.363211    1.479018  0.829059  0.035935  0.023343   0.061789  125.642094  67.577576  0.053129
   21kom    156.2095   3.562081 3092308  156.210619   3.562323           J-asg-c-o      2D    F19            6   36.48388  0.119727  0.045052  0.046244  0.000008    156.2095   3.562081  0.034106    0.023         0.008               0.011  1.628       1.783             1.738  59340.787473  0.653644    1.731903  1.117706  0.088425 -0.004943   0.068551  198.050504  69.999811 -0.051382
   21koo  142.407915  -6.938449 9005132    142.4073  -6.938335     J-c-o-ztfg-ztfr     1D3    F19            6  38.135523  0.126244  0.091724  0.092843  0.000009  142.407915  -6.938449  0.035204    0.952         0.948                0.95  0.601       0.608             0.605  59336.307149  0.622862    0.643913  1.011276  0.084208 -0.055374   0.076186  423.744921  65.685052  0.013012
   21koq   274.00425   6.751769   61661  274.011017   6.746811     J-c-o-ztfg-ztfr     1D3    F19            6  34.760571  0.089329  0.020527   0.02017  0.000011   274.00425   6.751769  0.209962      0.0           0.0                 0.0  3.291       3.963             3.294  59345.193319  0.376075    2.727611  1.027856  0.033383  0.141132   0.061895   89.560025  67.516493  0.066059
   21kpu  230.581986  22.681782 9005133   230.58255   22.68193     J-c-o-ztfg-ztfr      2D    F19            6  37.581042  0.283743   0.07084  0.071302  0.000007  230.581986  22.681782   0.04465      1.0           1.0                 1.0  0.375        0.38             0.375   59343.18183  0.379949    0.423548  1.079619   0.03639 -0.038987   0.061521   328.25273  65.120035  0.064154
   21kut  157.874055   6.242642 1297053   157.87342    6.24374 J-asg-c-o-ztfg-ztfr      2D    F19            6  35.650413  0.079328  0.031264   0.03245   0.00001  157.874055   6.242642  0.028766      0.0           0.0                 0.0  1.925       2.801             1.928  59350.502623  0.353605    1.671112  0.995672  0.033413 -0.049717   0.061634  134.921935  72.103748 -0.093421
   21kxf   204.44808    1.32928 1191542  204.449167   1.329444     J-c-o-ztfg-ztfr     1D3    F19            6  37.827436  0.083829  0.078971  0.079954  0.000013   204.44808    1.32928  0.024457      1.0           1.0                 1.0  0.369       0.373             0.369  59348.769833  0.374335    0.420855  0.950039  0.035013 -0.012986   0.062813  367.694561   65.18883  0.049315
   21kzx  240.977095  27.863057 1820005  240.978833  27.863144               J-c-o     1D3    F19            6  38.178085  0.097003  0.088968  0.089214  0.000013  240.977095  27.863057   0.03937    0.927          0.92               0.926  0.616       0.626             0.618  59345.953043   0.95683    0.647393  1.264826   0.06787  0.120014   0.080684  432.132599  61.892369  0.146061
   21lat  220.224124  24.971658 1721623  220.222167  24.970853 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.056013  0.111763  0.033857  0.034474  0.000008  220.224124  24.971658  0.028489      0.0           0.0                 0.0  2.463       2.608             2.474  59353.285448    0.3985    2.235902  1.117639  0.046732  0.285137   0.062991  162.630749  63.549813  0.176317
   21llv  212.956705  18.008572 1547706  212.957096  18.009758          J-c-o-ztfr     1D3    F19            6  37.813788  0.095764  0.082754  0.083533  0.000007  212.956705  18.008572  0.027747    0.907         0.896               0.906  0.723       0.734             0.723  59353.679415  0.480668    0.717661   1.19862  0.041795  0.085141   0.074319  365.390755   68.53611 -0.065427
   21lma  160.383852  52.651016 2420226  160.383254  52.650531 J-asg-c-o-ztfg-ztfr     1D3    F19            6  37.229916  0.087535  0.064254  0.064876  0.000027  160.383852  52.651016  0.014293    0.641         0.574               0.641  0.894       0.935             0.895  59354.060228  0.368789    0.765137  1.067661  0.040767  0.015629   0.061971  279.243552  69.649657  -0.07139
   21lny  205.266463 -25.602592 9005134  205.266445 -25.602357     J-c-o-ztfg-ztfr      2D    F19            6  38.164769  0.139353  0.095103  0.096048  0.000005  205.266463 -25.602592  0.067834    0.995         0.994               0.994  0.444       0.454             0.453  59353.039523  0.687407     0.49692   1.09606  0.101985 -0.012885   0.073965  429.490736  67.042938 -0.036738
   21low   176.19275  20.126189   36574  176.195953  20.125049 J-asg-c-o-ztfg-ztfr     1D3    F19            6  34.780233  0.077187  0.021929   0.02302  0.000006   176.19275  20.126189  0.024166    0.113         0.002               0.113  1.257       1.692             1.258  59356.569164  0.348751    0.969193  1.058444  0.031565  0.024676   0.060515   90.374652  76.360728 -0.202823
   21lxg  324.731142  34.205323    <NA>  324.729458  34.206444     J-c-o-ztfg-ztfr     1D3    F19            6  37.571516  0.101214  0.067764  0.066746      <NA>  324.731142  34.205323  0.189334    0.724         0.659               0.696  0.874       0.908             0.889  59354.200915   0.51717    0.965502  1.199175   0.04864  0.160568   0.070871  326.815919  61.227087   0.20219
   21lyi  153.742396  -3.538989 1069930  153.743055  -3.538518     J-c-o-ztfg-ztfr      2D    F19            6  37.671297  0.104258  0.076316  0.077515  0.000167  153.742396  -3.538989  0.032661     0.85         0.846                0.85  0.728       0.732             0.728  59354.907774  0.427962    0.744181  0.924565  0.059565  0.013529   0.071893   342.18372  67.911728 -0.035281
   21mhv  186.014375  35.703639 3088524   186.01382   35.70406           J-asg-c-o     1D3    F19            6  36.594539  0.089952  0.046823  0.047684  0.000014  186.014375  35.703639  0.011802    0.049         0.033               0.047  1.454       1.516             1.462  59354.968549   0.44727    1.342297  1.059793  0.048065  0.079258   0.070643  208.404845  68.594087  -0.01033
   21mid  239.539519  12.043977  214440   239.53933   12.04583 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.282472  0.084808  0.041461  0.041808  0.000024  239.539519  12.043977  0.048911    0.071         0.017               0.071  1.195        1.29             1.195  59362.854064  0.360844    1.190643  0.992854  0.032234  0.102304   0.061662  180.507145  69.435838 -0.028441
   21mim   235.08902   7.281528   55759   235.09314    7.28323     J-c-o-ztfg-ztfr     1D3    F19            6  36.174527  0.095483  0.038231  0.038684  0.000107   235.08902   7.281528  0.047433    0.923         0.858               0.923  0.768        0.82             0.768  59362.136406  0.355557    0.738135  0.672114  0.032822  0.158449   0.062014  171.753393  67.522337  0.037499
   21min   222.24025  18.326689 1556460  222.238367  18.326187 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.044719  0.084444  0.042034  0.042667  0.000013   222.24025  18.326689  0.046695    0.658         0.363               0.658  0.928       1.049             0.928  59362.812467  0.359776    0.892717  0.924028  0.031662  0.107409   0.061442  161.787089  79.061828 -0.311144
   21mku   170.44322  -5.479237 1044207   170.44358   -5.47869 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.705035  0.106583  0.049823  0.051059   0.00015   170.44322  -5.479237  0.039676     0.11         0.102               0.108  1.304       1.317             1.307  59361.764394  0.493784    1.119715  0.889916  0.049628   0.17876   0.068055  219.283999  69.804965 -0.052962
   21mld  230.004767  22.886672 9005139   230.00453   22.88661     J-c-o-ztfg-ztfr      2D    F19            6  37.816905   0.10656   0.08156  0.082031  0.000003  230.004767  22.886672  0.049016    0.439         0.367               0.435  1.018       1.056             1.019  59361.158947   0.60974    0.970515  1.274846  0.046691  0.168597   0.068418   365.91572   67.20743 -0.021186
   21nya  184.508542     24.718 4320329    184.5085  24.718753     J-c-o-ztfg-ztfr     1D3    F19            6  37.248921  0.103001  0.064455  0.065462   0.00001  184.508542     24.718   0.02982    0.106         0.081               0.105  1.311       1.356             1.312  59375.617599   0.43441    1.108902  1.105141  0.059389  0.178933   0.066948  281.698257  69.666527 -0.072057
   21nyt  245.807575  26.475943 3089457  245.807469  26.479288     J-c-o-ztfg-ztfr     1D3    F19            6   37.16923  0.087698   0.06446  0.064623  0.000012  245.807575  26.475943     0.031    0.994         0.992               0.994  0.594       0.608             0.594  59377.006747  0.361831    0.589862  0.844163    0.0335  0.104316   0.061996  271.547679  71.344527 -0.124133
   21pyz  289.049642  45.148509 9005141   289.04878  45.148623 J-asg-c-o-ztfg-ztfr     1D3    F19            6  36.884419  0.105408  0.061413  0.060859  0.000005  289.049642  45.148509  0.091365      0.0           0.0                 0.0   2.99       3.116             3.027    59391.3311  0.478159    2.973494  0.905271  0.050496  0.190107    0.07072  238.168236  76.605898 -0.274141
   21pzt   12.665502  38.321557 9005142   12.665514  38.321528     J-c-o-ztfg-ztfr      2D    F19            6   37.09209  0.106451  0.075956  0.074989  0.000001   12.665502  38.321557  0.045561    0.978         0.963               0.977  0.667         0.7             0.669  59382.396073  0.497007    0.751974  1.189047   0.05153  0.139819   0.065365   262.07045  85.783172 -0.542973
   21qdi  173.654735   5.315034 1281420  173.654477   5.314047               J-c-o     1D3    F19            6  37.297077  0.188216  0.063097    0.0643  0.000007  173.654735   5.315034  0.029471    0.566         0.557               0.564  0.854       0.864             0.856  59390.444726  2.408829    0.686692  1.113175  0.192296  0.030322   0.134349  288.015193  66.929598  0.017213
