bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-o dehvils True F19 None None 17.7183297836316 0.07799364418345575 0.9358997884108581 0.03830237571259844 17.357825260995916 0.02797708331251984 17.282342123244433 0.034028478593130934 59063.95377732132 0.409137039566407 None None 0.901 0.833 0.577 0.662
J-c-o dehvils True O94 None None 17.718739126773134 0.08902147141748211 0.9359313839007531 0.0414629674602187 17.358010048032572 0.030256537619953592 17.28274842712349 0.03888526509416923 59063.952930782994 0.4363833152997633 None None 0.901 0.833 0.578 0.662
J-c-o-ztfg-ztfr 1D3 True O94 None None 17.86657500560213 0.046807647383068016 0.9800971829797374 0.031542139091803395 17.353954058941966 0.023788290082940814 17.32708881184652 0.029256431913361504 59063.79881673402 0.3511495729792209 17.28162158950251 0.018971093251384366 0.8 0.626 0.894 0.995
J-c-o-ztfg-ztfr 2D True F19 None None 17.86263550999379 0.0492355729753283 0.9799147845774064 0.031371191982827895 17.35356478486037 0.023420273986102132 17.327223715385415 0.027146296741900493 59063.84120933589 0.34989121126912326 17.281391593923818 0.017695239802448602 0.664 0.599 0.988 0.997
J-c-o-ztfg-ztfr 2D True F99 None None 17.865394540233787 0.050715544619550385 0.9798912419214088 0.031774907303216374 17.358290726005848 0.023833810201772 17.329763657571796 0.02916895576049939 59063.84084437756 0.3528346032438264 17.28282388317211 0.01908897698450854 0.664 0.6 0.988 0.997
J-c-o-ztfg-ztfr 2D True O94 None None 17.862857783455173 0.05070151639759963 0.9799008045931477 0.03177107007608503 17.353821840426924 0.023829911843307856 17.327557571634912 0.029150179650997747 59063.84108111457 0.3528056673990868 17.28140625837725 0.019075821913993558 0.663 0.599 0.988 0.997
J-c-o-ztfg-ztfr dehvils True O94 None None 17.78216866532497 0.05983000149161737 0.9736759367446852 0.03193661554677421 17.350848386725932 0.023840923820651273 17.32140196478814 0.02905373260705911 59063.89676343324 0.3543715988240188 17.27723372348736 0.019209426270923396 0.654 0.58 0.989 0.998
J-ztfg-ztfr 1D3 True O94 None None 17.847887136913133 0.04593269287838487 0.9830688249413562 0.031184165822687415 17.352591698583357 0.02357222573471538 None None 59063.79219643478 0.34893670435885865 17.316021214080493 0.017191627342749153 0.621 0.425 0.986 1.0
J-ztfg-ztfr 2D True O94 None None 17.848459931016162 0.04848704284009755 0.9862473874904673 0.031339823432866176 17.3537349269332 0.0235506778684615 None None 59063.80610041844 0.3501512000641279 17.319475576809936 0.017062848835972033 0.446 0.385 1.0 1.0
J-ztfg-ztfr dehvils True O94 None None 17.804449284388244 0.05526924011717757 0.9836804912402328 0.03152708969408736 17.352071287315127 0.0235881178905192 None None 59063.835063908875 0.351823085619661 17.31739891349755 0.01714163705522234 0.449 0.37 1.0 1.0
o-ztfg-ztfr  True F19 None None None None 0.9817436267961668 0.03135551345391434 17.358728710548004 0.02323402356797941 None None 59063.82093877217 0.3510751984799235 17.311179336618203 0.016926757271020238 0.528 0.484 0.999 1.0
ztfg-ztfr  True F19 None None None None 0.9861072007282691 0.031130820079713004 17.352412506656293 0.023162002144839763 None None 59063.86567336157 0.3486430240045933 17.318229328658564 0.0158821494856725 0.383 0.34 1.0 1.0
ztfg-ztfr  True O94 None None None None 0.9860961069420452 0.03144611518011791 17.352744724502163 0.023483087185137468 None None 59063.86530613274 0.35107207946842867 17.31823065581383 0.016827021639596845 0.383 0.34 1.0 1.0
