bps_used variant success reddening_law gmax e_gmax Jmax e_Jmax st e_st rmax e_rmax Vmax e_Vmax Tmax e_Tmax Bmax e_Bmax rchi2_data rchi2_data_model fitprob_data fitprob_data_model
J-c-o-ztfg-ztfr 1D3 True O94 None None 17.728589887624985 0.056465745754287255 0.9814605344478662 0.03307617733310844 17.05737858187412 0.025590819510639715 17.048691009879505 0.037519432204983126 59148.089696765135 0.3616889401376432 17.14367785416675 0.02043959500159163 1.002 0.855 0.471 0.78
J-c-o-ztfg-ztfr 2D True F19 None None 17.616839944735986 0.05582349074134193 0.9825213925964397 0.032326683151794704 17.057471788385097 0.024721345404056735 17.041866637862245 0.03374426315785342 59148.14072807527 0.35642176895254424 17.149562625105244 0.018622125799942917 0.794 0.723 0.877 0.948
J-c-o-ztfg-ztfr 2D True F99 None None 17.620287579258278 0.05740681130642193 0.982406857072322 0.03266347859369883 17.063462489241797 0.025108069540094216 17.04508121185667 0.0354497411582119 59148.14066350199 0.358843148084229 17.151308015177193 0.019431635919643676 0.795 0.724 0.875 0.947
J-c-o-ztfg-ztfr 2D True O94 None None 17.61715281019205 0.05737972401449272 0.9825494052443512 0.03266034628310853 17.05778052534285 0.0251022847329878 17.042361008724427 0.03542249683098466 59148.14043911614 0.3588114225458063 17.149581473760346 0.01941822069839724 0.793 0.722 0.877 0.948
J-c-o-ztfg-ztfr dehvils True O94 None None 17.545104560916403 0.0499168328440045 0.9838143627909803 0.03256743439985809 17.05887192450687 0.025014564882538077 17.04461492935865 0.03498652571756991 59148.107891957974 0.3559940909995672 17.151008413631864 0.01928677423720097 0.808 0.714 0.857 0.954
J-ztfg-ztfr 1D3 True O94 None None 17.712995908551715 0.05459736923647532 0.9997750268833644 0.033681266226031285 17.053305115933753 0.026072284699885973 None None 59147.826823187504 0.3679248804369152 17.201555266798724 0.019800214036066008 0.852 0.697 0.744 0.936
J-ztfg-ztfr 2D True O94 None None 17.6049582953841 0.05498168192592061 1.004114776023288 0.033183229720599054 17.055374951445646 0.025423634433938008 None None 59147.827121927214 0.364135736381366 17.20350782992758 0.018641843604274816 0.635 0.569 0.972 0.991
J-ztfg-ztfr dehvils True O94 None None 17.542932661506313 0.04873075353736145 1.0019894523059178 0.03290735660612245 17.05416829166028 0.025262622974895524 None None 59147.858102452694 0.3586754881605742 17.2024355905966 0.018471903014987304 0.658 0.568 0.959 0.99
o-ztfg-ztfr  True F19 None None None None 0.9908176796536188 0.03270379216344076 17.065100295831623 0.024934069553402428 None None 59148.04033968428 0.36168622209120727 17.181586973502117 0.018873589656675127 0.81 0.756 0.834 0.902
ztfg-ztfr  True F19 None None None None 1.0051770123669872 0.03281745862379214 17.05548552135858 0.02493768242210908 None None 59147.85676423485 0.36307493174774236 17.19835292616164 0.017721821572890598 0.604 0.56 0.974 0.987
ztfg-ztfr  True O94 None None None None 1.005187353419828 0.03324337399907482 17.05589862422344 0.02537288465617102 None None 59147.856301452404 0.3666097380175256 17.198335362662927 0.018468474115862055 0.605 0.56 0.974 0.987
